#Position (bp)	mapping quality
2586908.5	38.03585234773887
7760724.5	43.10334382253617
1.29345405E7	41.64649267993499
1.81083565E7	40.588369984632315
2.32821725E7	43.92509562341245
2.84559885E7	43.312303577714324
3.36298045E7	43.28485867342688
3.88036205E7	44.941125041639474
4.39774365E7	44.5540376968329
4.91512525E7	42.230133211895776
5.43250685E7	44.93282052168935
5.94988845E7	44.13590157356984
6.46727005E7	44.36887444735322
6.98465165E7	42.310546914352116
7.50203325E7	42.55329200202292
8.01941485E7	42.638472553028336
8.53679645E7	42.10858159498035
9.05417805E7	40.627440943263444
9.57155965E7	40.594225421163955
1.008894125E8	43.33766547374891
1.060632285E8	42.65853171376977
1.112370445E8	43.16177148684421
1.164108605E8	42.12502379120016
1.215846765E8	45.30143512269412
1.267584925E8	42.73563023574001
1.319323085E8	40.88401614499275
1.371061245E8	44.009875312157654
1.422799405E8	42.2031064091886
1.474537565E8	41.82916318573355
1.526275725E8	39.87582783531903
1.578013885E8	42.53103349582441
1.629752045E8	41.90973015042345
1.681490205E8	42.28099619171864
1.733228365E8	40.81652811988239
1.784966525E8	44.872593895793614
1.836704685E8	41.043380407671975
1.888442845E8	41.96408340391558
1.940181005E8	40.62477469508598
1.991919165E8	39.5643084302888
2.043657325E8	35.06291930940366
2.095395485E8	28.16007050903343
2.147133645E8	35.768859133755264
2.198871805E8	34.691645435431376
2.250609965E8	38.20419351569169
2.302348125E8	39.30922572247154
2.354086285E8	41.82766422789994
2.405824445E8	39.37849692506874
2.457562605E8	39.70218317840158
2.509300765E8	35.94079726720385
2.561038925E8	42.83521539927806
2.612777085E8	31.232622396093625
2.664515245E8	33.843533260014254
2.716253405E8	25.875356639881446
2.767991565E8	36.1319416832308
2.819729725E8	34.76812165092951
2.871467885E8	39.77346538022857
2.923206045E8	33.88071071551336
2.974944205E8	35.96808272883323
3.026682365E8	41.554227428344774
3.078420525E8	39.739594294000774
3.130158685E8	40.51988380883857
3.181896845E8	40.84923363884869
3.233635005E8	39.33497616982066
3.285373165E8	38.693397304309414
3.337111325E8	40.78728085249229
3.388849485E8	40.76254507476703
3.440587645E8	40.02748930986813
3.492325805E8	40.97596476311685
3.544063965E8	37.11034222712873
3.595802125E8	37.381686801899946
3.647540285E8	38.625484552385025
3.699278445E8	35.93341012551116
3.751016605E8	36.084576391096434
3.802754765E8	37.996162133493286
3.854492925E8	37.249156454541136
3.906231085E8	40.36236794075745
3.957969245E8	44.036942520218176
4.009707405E8	42.29417775217944
4.061445565E8	39.028492930103305
4.113183725E8	42.85381810603023
4.164921885E8	39.80991644841163
4.216660045E8	37.873365750057566
4.268398205E8	39.833390386998005
4.320136365E8	42.209367469835804
4.371874525E8	44.50980105781324
4.423612685E8	44.46080554778968
4.475350845E8	43.85061258237483
4.527089005E8	43.836087805966464
4.578827165E8	46.75396789951599
4.630565325E8	43.727178546713276
4.682303485E8	44.850572285013406
4.734041645E8	44.01797088379502
4.785779805E8	46.35618776597009
4.823234295E8	41.9819882773295
4.849103375E8	32.42704852050478
4.889256125E8	47.28127268271746
4.940994285E8	45.22574905087582
4.992732445E8	42.70545324211938
5.044470605E8	46.39256755519502
5.096208765E8	45.52286550681091
5.147946925E8	46.087504101165585
5.199685085E8	45.56406747757758
5.251423245E8	45.27294454994476
5.303161405E8	41.61806426013474
5.354899565E8	43.20744070932241
