#Position (bp)	Coverage	Std
2586908.5	42.01526784099009	108.43008288397958
7760724.5	38.02205412793961	26.559885411601236
1.29345405E7	40.33787479106331	25.116590680141773
1.81083565E7	43.73661606829466	37.70003301503539
2.32821725E7	48.63999299549887	22.909610158612104
2.84559885E7	48.261738337814876	21.465411446982092
3.36298045E7	49.4775567975359	22.990728125334023
3.88036205E7	47.527686141138375	22.247972831487612
4.39774365E7	49.01937390119788	23.658124156987316
4.91512525E7	49.22269133652994	21.435587397141123
5.43250685E7	50.26979274098654	21.02707037844735
5.94988845E7	50.27412609957525	21.45656739205431
6.46727005E7	54.867152214149094	21.989064539302024
6.98465165E7	53.269503399425105	22.083226734142027
7.50203325E7	48.35751599979589	20.525793547522024
8.01941485E7	45.45908300565772	21.54810503729435
8.53679645E7	48.67076776599709	21.79809332501849
9.05417805E7	52.532372430716514	41.57243529715337
9.57155965E7	50.28156412984149	24.76632538869527
1.008894125E8	49.13611442695295	23.458680713306155
1.060632285E8	49.61222876886229	24.51086272585135
1.112370445E8	49.54112496462959	24.222128324398074
1.164108605E8	51.78371998540342	25.751201156707722
1.215846765E8	58.17614348867451	20.971258701903924
1.267584925E8	48.68212302099649	24.13025702170408
1.319323085E8	47.164975136340374	23.05520960564813
1.371061245E8	53.30095001445741	25.91818956528315
1.422799405E8	54.45600848580622	22.797026694171805
1.474537565E8	49.70074254670054	25.697503896755666
1.526275725E8	42.50341488758008	29.497502586657575
1.578013885E8	47.67279431661273	26.88959614067901
1.629752045E8	44.06268622618199	23.75573653033782
1.681490205E8	49.358517581607074	23.28929479455136
1.733228365E8	44.339089948308946	24.542629521609374
1.784966525E8	57.379560077126825	20.410247935653896
1.836704685E8	48.8220338720975	26.072452525049854
1.888442845E8	51.53994189201935	24.210928690437388
1.940181005E8	50.029760625426185	23.43500336296186
1.991919165E8	41.63515749303802	27.389597948096934
2.043657325E8	41.793817947913105	26.262134407958325
2.095395485E8	26.919680367450255	26.761430762733653
2.147133645E8	39.12965246541431	27.63416387648414
2.198871805E8	36.24322569646853	29.323327444692822
2.250609965E8	46.06633266432359	27.56654974990013
2.302348125E8	48.21380234627594	25.93510071198083
2.354086285E8	54.54898106156075	27.128845452011888
2.405824445E8	47.61021304197907	28.002018801823446
2.457562605E8	49.54891515276152	24.88045947321084
2.509300765E8	59.04718277573072	68.52255450836947
2.561038925E8	58.80799471801858	25.67994984505942
2.612777085E8	46.31511576754952	31.0329122725732
2.664515245E8	54.58928303596417	30.33963610049349
2.716253405E8	58.33663528041971	41.82597119500949
2.767991565E8	57.23158767145952	24.5105609174843
2.819729725E8	53.673647072103066	25.89151032196284
2.871467885E8	53.19948293483959	23.252641640782965
2.923206045E8	35.94424792068369	29.891877234444426
2.974944205E8	41.53786218914627	27.618443073452664
3.026682365E8	52.36860278757497	22.694632611001527
3.078420525E8	52.3655914705896	21.61531372341358
3.130158685E8	55.570732898116205	20.5854374591665
3.181896845E8	56.86003561007968	24.948520952077416
3.233635005E8	54.679438542074166	23.98652630034272
3.285373165E8	51.21766951124663	22.3926470155481
3.337111325E8	54.15461141254347	20.88113796923395
3.388849485E8	53.337613281956685	21.917880036342858
3.440587645E8	56.282705260488584	22.21619526881452
3.492325805E8	56.6752903466223	21.649329750885084
3.544063965E8	40.13333871942876	28.40285237385592
3.595802125E8	43.81722929458643	28.443088521402355
3.647540285E8	40.91229297678928	27.17371237238524
3.699278445E8	32.31979722510425	28.440678306675345
3.751016605E8	34.05390682621879	28.90242992288361
3.802754765E8	34.77294341352688	27.61399168741805
3.854492925E8	33.6601748110099	28.705118383647864
3.906231085E8	39.20492688568747	27.887474188852458
3.957969245E8	51.385327386980904	24.346935727844564
4.009707405E8	42.816866506269264	26.301931558756454
4.061445565E8	41.89258740550495	33.54318721778433
4.113183725E8	43.34929537501913	30.3042745961548
4.164921885E8	32.25687616258483	28.344864574930707
4.216660045E8	36.03557161677184	28.852498442651168
4.268398205E8	37.02308934063368	30.126684580316027
4.320136365E8	46.34887440914018	24.983791428788894
4.371874525E8	50.09239041357482	21.20033926896509
4.423612685E8	46.463376934935454	24.793946385585464
4.475350845E8	47.052625566892985	22.411763155128806
4.527089005E8	45.85206856989116	35.09348277081265
4.578827165E8	46.66597285253283	20.853894418376896
4.630565325E8	47.37535776301283	22.471229077300272
4.682303485E8	45.487915882590336	21.998878590569497
4.734041645E8	45.1856129015798	21.381190211350113
4.785779805E8	38.50647336511388	22.48451632264932
4.823234295E8	32.178833981706305	30.888139883177246
4.849103375E8	28.9312309091431	47.801968623018304
4.889256125E8	43.53226303370665	19.575930730416715
4.940994285E8	43.81720532775035	21.32220139520021
4.992732445E8	47.580747363261466	25.61152169336204
5.044470605E8	46.443081856795835	21.140274710980634
5.096208765E8	47.66698429167176	23.46544713405437
5.147946925E8	47.55362656886136	21.00466578968723
5.199685085E8	47.490028829784436	21.345325526760526
5.251423245E8	49.991930134353446	21.7893872161043
5.303161405E8	50.38373475206695	21.593296120159813
5.354899565E8	49.99542697305045	24.338638743819793
5.406637725E8	54.97217875548725	27.602528859591608
5.458375885E8	55.62858342855641	18.491987877667896
5.510114045E8	56.567631898776455	20.9204471252491
5.561852205E8	45.46034976891331	20.33953997510128
5.613590365E8	45.118739243915904	20.628955597074352
5.665328525E8	45.61581780256584	21.86843379401469
5.717066685E8	43.81829833144433	22.178059736356207
5.768804845E8	44.16821239874012	19.012324920423158
5.820543005E8	44.99526751627812	22.78325798142216
5.872281165E8	46.407094106168444	22.138346891494976
5.924019325E8	50.74015871457354	21.35453600883767
5.975757485E8	45.12765915911969	20.236806084191514
6.027495645E8	52.88658641899905	21.02890787188135
6.079233805E8	48.63376857623077	26.740693979706776
6.130971965E8	49.53792577857427	22.823700576072536
6.182710125E8	46.82810927176382	24.169924239502343
6.234448285E8	46.856377381800975	27.845331258268143
6.286186445E8	46.686324368705804	24.50804467667171
6.337924605E8	46.17522540422775	25.525843107297096
6.389662765E8	43.6504520067973	74.66814695127921
6.441400925E8	42.5691758268945	33.648075775365456
6.493139085E8	44.86000081951117	32.21313762808642
6.520379055E8	50.10140492672643	20.65733074437456
6.546248135E8	36.07823394299742	40.52788010710521
6.596615405E8	36.593121208794436	24.598729331394523
6.648353565E8	40.90271262062663	26.790466983862622
6.700091725E8	41.0216890202512	30.44589103107989
6.751829885E8	40.17118177376234	22.57586294664906
6.803568045E8	42.934655581103	25.798244641334
6.855306205E8	45.52314326601487	24.44149234306475
6.907044365E8	40.077590699012106	25.191417602664192
6.958782525E8	41.980812035062705	24.959142629815855
7.010520685E8	35.498763388570445	23.125404102504344
7.062258845E8	38.379570321016445	23.017583360839254
7.113997005E8	48.64381531929237	20.76790630782096
7.165735165E8	42.329465910654726	22.71080793362063
7.217473325E8	48.93323825199814	22.198448037221322
7.269211485E8	46.94381361842014	21.886288401160083
7.320949645E8	51.76248904097092	23.37026834745161
7.372687805E8	50.6345956253566	21.747066803998127
7.424425965E8	46.79018967817951	34.21081920879634
7.476164125E8	37.637016662362946	26.364133383696085
7.527902285E8	47.905536261822995	27.35093851704315
7.579640445E8	36.58253907753967	25.92798190056187
7.631378605E8	40.190897202374416	23.64432365205629
7.683116765E8	39.41896078252493	21.493800955281564
7.734854925E8	23.444633709432264	25.011628837769052
7.786593085E8	42.55047608960195	23.13551296301799
7.838331245E8	44.30421491603103	22.686178510002485
7.890069405E8	32.41452614472567	30.05870768618047
7.941807565E8	39.14767687911592	22.689437657278027
7.993545725E8	41.300855306798695	35.50678982175402
8.045283885E8	44.677931144053055	21.3787664496816
8.097022045E8	45.57926141942427	21.27085105233843
8.148760205E8	50.50664499858518	19.811405665705202
8.200498365E8	45.190062422011145	19.745792518231173
8.252236525E8	34.315631054525326	26.125121010694375
8.303974685E8	40.9208298091776	25.133024435875484
8.355712845E8	43.148151963657	25.713214721624894
8.407451005E8	43.84547382434938	25.077643775353742
8.459189165E8	45.302028328800255	26.94335609253758
8.510927325E8	42.439038612892304	25.914490990417995
8.562665485E8	42.33303001111752	35.104694267590254
8.614403645E8	37.97998459937501	39.868923824442646
8.666141805E8	24.86991477856963	43.84363922138399
8.717879965E8	32.297445057961085	27.002745727483745
8.769618125E8	32.2776076690783	29.11167767382575
8.821356285E8	36.791489299194254	28.155802824190314
8.873094445E8	36.854172626162196	31.964103814256266
8.924832605E8	36.85578072355105	28.110685895777483
8.976570765E8	33.23387379837242	25.8706471754861
9.028308925E8	35.89016984755546	27.142001015063776
9.080047085E8	30.098443585933477	26.038859816490152
9.131785245E8	39.992220635600496	26.872165856248362
9.183523405E8	37.05909680591656	26.44681668282505
9.235261565E8	37.472147637256526	26.494472591641184
9.286999725E8	39.96583856093839	26.968106004223763
9.338737885E8	34.89616774156638	49.80274265151983
9.390476045E8	37.60736620707037	28.29183553283212
9.442214205E8	42.722661571265775	28.53379526284279
9.493952365E8	46.712265182990656	28.35101419524413
9.545690525E8	41.26364524753103	28.033416457051253
9.597428685E8	47.830262034830774	36.03715421954077
9.649166845E8	50.08864617527952	24.072767783435157
9.700905005E8	56.46002119132184	18.466593752068718
9.752643165E8	56.24703970918177	17.16822736492683
9.804381325E8	49.18143126852598	23.571606209326976
9.856119485E8	49.29265652276772	19.778117283264372
9.907857645E8	45.932678510407015	26.52170350871366
9.959595805E8	49.72722474088758	23.76425149321445
1.0011333965E9	50.36309814651313	27.438979688238664
1.0063072125E9	32.96515376658157	28.894042121792697
1.0114810285E9	46.77089772809856	92.45494665902724
1.0166548445E9	50.317248429399115	21.77619394622595
1.0218286605E9	45.26101082837117	19.939469253869103
1.0270024765E9	47.22755776394058	21.51840629706823
1.0321762925E9	44.889895388626115	25.19741838748499
1.0373501085E9	48.83507646966958	24.853400808414285
1.0425239245E9	46.45716565877101	30.179058959375002
1.0476977405E9	41.42414477051368	22.39462858716245
1.0528715565E9	39.26094955831441	39.00362262271379
1.0580453725E9	46.42169590105253	24.481072631034284
1.0632191885E9	39.904368458406715	167.1226019715916
1.0683930045E9	48.680580445845	21.01473439367049
1.0735668205E9	43.496570616349715	23.796075736283882
1.0787406365E9	43.10069859461566	24.728813325110828
1.0839144525E9	42.51801030419327	24.128792443209484
1.0890882685E9	36.578226979853945	35.2243363132823
1.0942620845E9	31.161874330281556	28.055201901988237
1.0994359005E9	46.225278788422315	23.85026564570318
1.1046097165E9	43.45908300565772	27.38363432861817
1.1097835325E9	42.26523266385971	29.503071329717056
1.1149573485E9	46.45192349322048	33.21871038322562
1.1181882005E9	39.96012774402743	101.86403616866983
1.1207751085E9	39.400213282387114	42.15109075379386
1.1253049805E9	39.84549875759014	37.93182907338003
1.1304787965E9	40.48312966676821	28.66052459307716
1.1356526125E9	48.75038830140075	22.482569882862393
1.1408264285E9	53.61851774396306	23.187166804325166
1.1460002445E9	53.03158133184481	21.140056229346825
1.1511740605E9	56.32064244263808	81.87462709988
1.1563478765E9	57.54163155396326	21.921640445380753
1.1615216925E9	57.439080748136384	21.745717714777793
1.1666955085E9	57.460822534083164	21.683385916509526
1.1718693245E9	57.05840524672698	19.626010846189175
1.1770431405E9	56.50535562146006	19.41353192137662
1.1822169565E9	57.07549843287817	18.925204038639553
1.1873907725E9	56.48694754510017	18.300259864690442
1.1925645885E9	56.868922667524316	18.541968010552388
1.1977384045E9	57.795690453622626	20.519462580375684
1.2029122205E9	56.99698597708152	20.74042391256824
1.2080860365E9	56.700507903644045	18.25066937785517
1.2132598525E9	57.50961649969771	18.861250137408472
1.2184336685E9	57.713837330125386	20.43344930154492
1.2236074845E9	57.705910492371586	20.25715123672064
1.2287813005E9	56.729764838950594	19.65931077558062
1.2339551165E9	58.00654507234119	21.73072867333866
1.2391289325E9	50.54205677202282	17.548229795782138
1.2443027485E9	57.05642489025509	17.704416351724944
1.2494765645E9	57.477986461056986	20.00005209880849
1.2546503805E9	57.693814778105754	20.513620922909745
1.2598241965E9	57.66545853196171	20.960876849934397
1.2649980125E9	51.231712144382406	21.103265735434785
1.2701718285E9	45.68946866297526	26.391917725827206
1.2753456445E9	47.89490658345794	22.907037794308096
1.2805194605E9	46.97150961688626	22.050824633516026
1.2856932765E9	50.12244733867613	20.940967298819416
1.2908670925E9	46.750360662226875	22.08029514649743
1.2960409085E9	47.60057276872622	22.44904250912907
1.3012147245E9	44.770802054035165	22.026475624255113
1.3063885405E9	49.71296717935079	21.62550809330217
1.3115623565E9	48.75856833718091	21.890161675799774
1.3167361725E9	53.18596119382676	19.628895409182416
1.3219099885E9	51.27033064183187	21.450148482767055
1.3270838045E9	50.257890114375925	20.621190168143166
1.3322576205E9	46.57734523222318	20.428984938715605
1.3374314365E9	50.37311396462495	21.316353682670126
1.3426052525E9	49.116510908002915	20.019670389926777
1.3477790685E9	51.51111404039108	23.220272087461215
1.3529528845E9	49.79485567325935	23.74922792369919
1.3581267005E9	55.35720462420774	20.445450087149847
1.3633005165E9	46.68571823969001	20.732539312875605
1.3684743325E9	48.11494166008223	21.58629980403521
1.3736481485E9	51.08293124455914	19.07922189129435
1.3788219645E9	48.43210523915037	21.181507749357678
1.3839957805E9	45.2959757362844	24.714235438686952
1.3891695965E9	46.3190550263094	22.32465016043109
1.3943434125E9	46.85284671894014	27.847620532089564
1.3995172285E9	46.26887426997791	22.10962287773158
1.4046910445E9	47.9572943838745	23.72292800454724
1.4098648605E9	48.15631788992883	20.347881423999784
1.4150386765E9	40.990816063037414	24.543897174374703
1.4202124925E9	42.36354327250911	26.862813515646863
1.4253863085E9	39.20238350184854	27.761365664849613
1.4305601245E9	40.63113183769968	25.800233141304
1.4357339405E9	38.53532576342104	22.291190822046932
1.4388118925E9	28.03417718167822	68.24629958671154
1.441065418E9	0.0	0.0
1.443161282E9	0.0	0.0
1.443735882E9	0.0	0.0
1.4442895865E9	0.0	0.0
1.444913117E9	0.0	0.0
1.4455288255E9	0.0	0.0
1.4460931365E9	0.0	0.0
1.4465982825E9	0.0	0.0
1.447080158E9	0.0	0.0
1.4475167665E9	0.0	0.0
1.447907069E9	0.0	0.0
1.4482862265E9	0.0	0.0
1.4485718975E9	0.0	0.0
1.4487481175E9	0.0	0.0
1.449001605E9	0.0	0.0
1.449343901E9	0.0	0.0
1.4496668465E9	0.0	0.0
1.449974313E9	0.0	0.0
1.4502684415E9	0.0	0.0
1.450540361E9	0.0	0.0
1.450801367E9	0.0	0.0
1.451059176E9	0.0	0.0
1.451307661E9	0.0	0.0
1.451547714E9	0.0	0.0
1.451784517E9	0.0	0.0
1.452015901E9	0.0	0.0
1.452241601E9	0.0	0.0
1.4524656315E9	0.0	0.0
1.4526889625E9	0.0	0.0
1.452904683E9	0.0	0.0
1.4531132205E9	0.0	0.0
1.4533199045E9	0.0	0.0
1.45352382E9	0.0	0.0
1.4537245535E9	0.0	0.0
1.453833122E9	0.0	0.0
1.453924137E9	0.0	0.0
1.4540967415E9	0.0	0.0
1.4542765095E9	0.0	0.0
1.454453896E9	0.0	0.0
1.454627853E9	0.0	0.0
1.454793793E9	0.0	0.0
1.454954221E9	0.0	0.0
1.455113722E9	0.0	0.0
1.4552707885E9	0.0	0.0
1.4554260495E9	0.0	0.0
1.455579934E9	0.0	0.0
1.4557323775E9	0.0	0.0
