#Position (bp)	insert size	chromosomes
1.478416185E9	275.8347313346068	0.0
1.478469181E9	268.5097365406644	533258.5910655439
1.478522147E9	279.4302407309787	0.0
1.478575098E9	277.58040115587283	0.0
1.4786279995E9	274.85362569724947	533258.5910655439
1.4786808495E9	282.19657072872013	0.0
1.478733679E9	275.7620045117628	0.0
1.478786488E9	276.7097545970333	533258.5910655439
1.4788392785E9	276.1177880499914	0.0
1.4788920575E9	277.53477344573236	0.0
1.4789447795E9	277.2808160952111	533258.5910655439
1.4789974325E9	271.504662004662	0.0
1.4790500305E9	277.1558736842105	0.0
1.479102591E9	282.4267940858276	533258.5910655439
1.479155139E9	276.1739589151617	0.0
1.479207655E9	277.05128205128204	0.0
1.479260108E9	218.56375838926175	533258.5910655439
1.479312504E9	277.33762587732684	0.0
1.479364824E9	277.92398633047014	0.0
1.479417039E9	276.95644846549584	533258.5910655439
1.4794692055E9	275.96611768742497	0.0
1.4795213615E9	275.6357604770303	0.0
1.4795735025E9	277.05367737075056	533258.5910655439
1.47962561E9	271.2042160737813	0.0
1.479677666E9	274.9270637201467	0.0
1.4797075285E9	270.8158863755918	533258.5910655439
1.479733538E9	275.01889994600015	0.0
1.479781665E9	276.1093909626719	0.0
1.4798335805E9	276.27268017872177	533258.5910655439
1.479885453E9	276.6274020632459	0.0
1.4799372575E9	277.28307348200775	0.0
1.479989002E9	277.9391094420601	533258.5910655439
1.4800406965E9	276.4397391377996	0.0
1.4800923275E9	268.1065943992773	0.0
1.480143924E9	278.30970117304565	533258.5910655439
1.4801955155E9	275.40526315789475	0.0
1.4802471025E9	268.2064873417722	0.0
1.480298622E9	274.5574280725727	533258.5910655439
1.480350067E9	275.5113012251796	0.0
1.4804014845E9	272.24202796499344	0.0
1.4804528755E9	276.10220472440943	533258.5910655439
1.480504211E9	275.48348042543563	0.0
1.4805554605E9	280.3321007825264	0.0
1.480606667E9	276.20986528206566	533258.5910655439
1.4806578665E9	273.7396223642642	0.0
1.480709056E9	276.45186091210905	0.0
1.4807602225E9	276.12732049036777	533258.5910655439
1.480811365E9	275.3137550674083	0.0
1.4808624975E9	277.19726197884256	0.0
1.4809136255E9	275.27754165249917	533258.5910655439
1.4809647445E9	275.69411587053906	0.0
1.4810158395E9	279.0128042135852	0.0
1.4810668995E9	274.74315481315654	533258.5910655439
1.4811179405E9	277.24555211409637	0.0
1.481168939E9	276.810589386158	0.0
1.481219894E9	277.27818244883804	533258.5910655439
1.4812708395E9	276.76707804623675	0.0
1.481321727E9	275.94454401686875	0.0
1.481372509E9	277.97069530396794	533258.5910655439
1.481423198E9	269.2958984375	0.0
1.481473832E9	275.7053803339518	0.0
1.481524431E9	253.78539269634817	533258.5910655439
1.4815750025E9	275.16107819905216	0.0
1.481625558E9	277.12711461376455	0.0
1.481676092E9	274.92013073230515	533258.5910655439
1.4817266055E9	281.7120335262423	0.0
1.481777102E9	284.0681540591157	0.0
1.481827576E9	264.8933060508623	533258.5910655439
1.4818780295E9	274.8973646468268	0.0
1.481928471E9	279.07047560851413	0.0
1.481978899E9	278.5226001243229	533258.5910655439
1.482029302E9	276.94486524572835	0.0
1.4820796615E9	274.4855842185129	0.0
1.482129963E9	277.62265308626826	533258.5910655439
1.4821802255E9	276.0193365466402	0.0
1.4822304695E9	275.7860146947048	0.0
1.4822806935E9	275.80584291980466	533258.5910655439
1.482330906E9	263.2854578096948	0.0
1.482381076E9	275.6453201970443	0.0
1.482431195E9	275.71467121147566	533258.5910655439
1.482481296E9	274.00392601640203	0.0
1.482531365E9	277.4704318936877	0.0
1.4825813975E9	261.5978260869565	533258.5910655439
1.4826314175E9	220.14716981132077	0.0
1.4826814E9	277.52504145936985	0.0
1.482731345E9	276.1241942805266	533258.5910655439
1.4827812865E9	275.61483773837404	0.0
1.482831219E9	275.9838396111786	0.0
1.482881135E9	274.6102475098098	533258.5910655439
1.4829310385E9	276.60684949655536	0.0
1.482980926E9	281.3139964264443	0.0
1.4830307785E9	276.88708452041783	533258.5910655439
1.4830805975E9	279.4763897972531	0.0
1.4831304E9	277.1168670818123	0.0
1.48318017E9	284.10005293806245	533258.5910655439
1.483229864E9	277.379675297986	0.0
1.4832795035E9	276.27250084146755	0.0
1.48332913E9	240.6829268292683	533258.5910655439
1.483378748E9	309.39663599769983	0.0
1.483428345E9	276.527330340639	0.0
1.483477903E9	277.1977920883165	533258.5910655439
1.483527426E9	277.5932367774473	0.0
1.483576923E9	284.35731414868104	0.0
1.4836263665E9	259.22809523809525	533258.5910655439
1.483675744E9	276.59087072724714	0.0
1.4837250715E9	278.28827113480577	0.0
1.483774341E9	260.74451322453575	533258.5910655439
1.4838235645E9	283.6421248835042	0.0
1.4838727505E9	275.22984199381006	0.0
1.483921889E9	278.0118290960452	533258.5910655439
1.483970915E9	274.9445853292007	0.0
1.484019848E9	276.0039825282631	0.0
1.4840687615E9	251.76510067114094	533258.5910655439
1.484117657E9	277.2724061364554	0.0
1.484166493E9	276.479525662405	0.0
1.484215264E9	276.30634328358207	533258.5910655439
1.484264022E9	276.58402149691966	0.0
1.48431274E9	275.9410603496898	0.0
1.48436142E9	280.10328847696286	533258.5910655439
1.484410068E9	278.64460958973837	0.0
1.4844586865E9	276.9276252242307	0.0
1.484507302E9	277.1727041315841	533258.5910655439
1.484555913E9	265.48248086991543	0.0
1.4846045155E9	277.6434603115031	0.0
1.484653108E9	246.60111188325226	533258.5910655439
1.484701682E9	275.43552716837917	0.0
1.484750239E9	278.21994727592266	0.0
1.4847987815E9	279.4195576251455	533258.5910655439
1.484847311E9	279.7188977997121	0.0
1.484878384E9	231.10256410256412	0.0
1.4849026435E9	208.5672268907563	533258.5910655439
1.4849443305E9	277.6576551206233	0.0
1.4849928005E9	276.3524129421442	0.0
1.485041266E9	276.4584366675852	533258.5910655439
1.4850897195E9	276.0870176197168	0.0
1.485138161E9	276.51631701631703	0.0
1.4851865935E9	277.68102893890676	533258.5910655439
1.485234967E9	274.50843200574093	0.0
1.4852832835E9	191.02666666666667	0.0
1.485331592E9	286.04046470414494	533258.5910655439
1.485379883E9	276.54445038303936	0.0
1.485428155E9	278.29081186193486	0.0
1.4854764205E9	276.5755349728521	533258.5910655439
1.485524572E9	289.6714867617108	0.0
1.4855726015E9	277.3371022613568	0.0
1.4856206075E9	277.4261703541924	533258.5910655439
1.485668588E9	271.39122807017543	0.0
1.4857165475E9	276.88343296327923	0.0
1.4857644805E9	277.7941209851322	533258.5910655439
1.485812387E9	263.95498783454985	0.0
1.485860281E9	274.97291931385007	0.0
1.4859081705E9	258.7420464316423	533258.5910655439
1.485956024E9	275.18041666666664	0.0
1.4860038335E9	277.3760485970495	0.0
1.4860516E9	276.365653918598	533258.5910655439
1.486099321E9	276.3995378521127	0.0
1.486147028E9	279.43819614235264	0.0
1.4861947055E9	276.3670476601251	533258.5910655439
1.48624234E9	278.675503288818	0.0
1.486289953E9	268.58900876601484	0.0
1.4863375515E9	274.1614713216958	533258.5910655439
1.486385137E9	274.4150622876557	0.0
1.486432712E9	276.9699497932664	0.0
1.4864802735E9	275.32260208926874	533258.5910655439
1.486527796E9	276.5332397824943	0.0
1.486575286E9	278.1383603476627	0.0
1.486622768E9	274.45838875166254	533258.5910655439
1.486670241E9	274.81767311727674	0.0
1.4867177115E9	276.2327859121488	0.0
1.4867651575E9	276.9178668063193	533258.5910655439
1.4868125545E9	276.1950898316245	0.0
1.486859921E9	273.8922167487685	0.0
1.4869072685E9	276.8946489763641	533258.5910655439
1.486954596E9	156.33333333333334	0.0
1.487001908E9	276.2986787957548	0.0
1.487049206E9	278.78862004785964	533258.5910655439
1.4870964905E9	278.8722122532684	0.0
1.487143726E9	275.75330469266356	0.0
1.4871909205E9	277.0001492871538	533258.5910655439
1.487238105E9	277.577710465845	0.0
1.487285273E9	274.431057185854	0.0
1.487332424E9	275.41354119596326	533258.5910655439
1.487379558E9	274.70533141210376	0.0
1.487426664E9	277.8244976269817	0.0
1.4874737385E9	276.62682902877344	533258.5910655439
1.487520786E9	276.92285012285015	0.0
1.487567779E9	275.70830277845675	0.0
1.487614724E9	277.35075911723277	533258.5910655439
1.487661629E9	278.41307471264366	0.0
1.4877084645E9	286.86292962356794	0.0
1.487755248E9	273.53938435785363	533258.5910655439
1.487802019E9	277.89489194499015	0.0
1.487848784E9	275.2510583833809	0.0
1.4878955195E9	275.1794828460368	533258.5910655439
1.4879422115E9	274.79004445641925	0.0
1.4879888735E9	276.6844516560084	0.0
1.488035506E9	280.56676860346585	533258.5910655439
1.4880821115E9	271.71309192200556	0.0
1.488128697E9	275.67187955318116	0.0
1.488175266E9	277.4379427462397	533258.5910655439
1.4882218265E9	274.92175864531265	0.0
1.4882683295E9	276.518889394629	0.0
1.4883147695E9	275.752598548735	533258.5910655439
1.4883611925E9	277.12440527259963	0.0
1.488407604E9	273.401144132831	0.0
1.4884540085E9	278.8962688806642	533258.5910655439
1.4885003865E9	276.5437236235156	0.0
1.488546737E9	275.75949451725063	0.0
1.4885930695E9	267.30697674418604	533258.5910655439
1.48863937E9	275.2339627881144	0.0
1.4886856445E9	282.37288959067166	0.0
1.488731908E9	277.06463213140245	533258.5910655439
1.4887781655E9	276.70348876442404	0.0
1.4888244155E9	275.59538262513684	0.0
1.4888706345E9	275.900661401143	533258.5910655439
1.488916806E9	277.2449550839734	0.0
1.4889629455E9	276.2678908188586	0.0
1.4890090725E9	275.02403587443945	533258.5910655439
1.4890551825E9	276.8839427662957	0.0
1.489101266E9	274.498286768582	0.0
1.489147334E9	278.15594606542885	533258.5910655439
1.4891933915E9	276.50528541226214	0.0
1.4892394175E9	277.3940776699029	0.0
1.489285417E9	269.0934291581109	533258.5910655439
1.489331415E9	274.2659173085993	0.0
1.4893773925E9	276.74031240612794	0.0
1.4894233285E9	276.17979401667486	533258.5910655439
1.4894692255E9	273.15152065365413	0.0
1.489515099E9	273.3539495798319	0.0
1.4895609385E9	275.8543841992703	533258.5910655439
1.489606745E9	278.9144757681343	0.0
1.4896525395E9	275.3784317598262	0.0
1.4896983265E9	276.6087642221471	533258.5910655439
1.489744104E9	275.71397929683854	0.0
1.4897898715E9	277.9290859762373	0.0
1.489835595E9	270.0517456359102	533258.5910655439
1.489881264E9	275.2841700696613	0.0
1.489926899E9	280.9509120721459	0.0
1.489972465E9	278.7307052724249	533258.5910655439
1.4900179665E9	224.71104815864024	0.0
1.4900498585E9	275.66232038318253	0.0
1.490072583E9	276.8972972972973	533258.5910655439
1.4901088415E9	276.0856016034137	0.0
1.490154196E9	274.2188637617209	0.0
1.4901995305E9	276.54286148931317	533258.5910655439
1.4902448525E9	275.5818626950933	0.0
1.490290136E9	276.42473148832187	0.0
1.4903353745E9	151.7	533258.5910655439
1.490380596E9	276.5321556496255	0.0
1.4904257875E9	298.917033773862	0.0
1.490470894E9	230.98367346938775	533258.5910655439
1.4905159235E9	272.4340659340659	0.0
1.490560935E9	258.9274399591211	0.0
1.490605935E9	277.9061143732448	533258.5910655439
1.490650917E9	276.5953857603572	0.0
1.4906958815E9	279.6853898096992	0.0
1.490740827E9	289.2518608274191	533258.5910655439
1.4907857635E9	266.36552440290757	0.0
1.490830694E9	274.677087551632	0.0
1.4908756115E9	277.7577054116156	533258.5910655439
1.490920494E9	275.9995145631068	0.0
1.4909653455E9	273.3621028307337	0.0
1.49101016E9	254.29535558780842	533258.5910655439
1.4910549175E9	277.4862749084994	0.0
1.4910996455E9	277.59747191011235	0.0
1.4911443615E9	276.4266152753829	533258.5910655439
1.491189058E9	274.06780678067804	0.0
1.4912337045E9	277.1290733197556	0.0
1.4912782855E9	273.5701352757544	533258.5910655439
1.491322818E9	290.0	0.0
1.4913672715E9	290.02746619142465	0.0
1.4914116605E9	275.5375809743544	533258.5910655439
1.491456035E9	274.1876110387303	0.0
1.491500398E9	274.2082217185246	0.0
1.4915447535E9	273.98563011927	533258.5910655439
1.4915890995E9	277.26777967661366	0.0
1.4916334215E9	276.213403169487	0.0
1.4916776985E9	276.2868802440885	533258.5910655439
1.491721914E9	277.0049172463421	0.0
1.491766067E9	276.31766556002094	0.0
1.4918101865E9	278.8091168091168	533258.5910655439
1.491854264E9	276.31277357739754	0.0
1.491898298E9	275.67309796121333	0.0
1.491942316E9	275.0931098696462	533258.5910655439
1.4919863005E9	275.4236574236574	0.0
1.4920302395E9	274.2061615618843	0.0
1.49207415E9	255.48914167528437	533258.5910655439
1.4921180345E9	275.39253777366633	0.0
1.492161899E9	275.9923421183491	0.0
1.4922056585E9	278.1980278047203	533258.5910655439
1.492249306E9	275.8223875491705	0.0
1.492292934E9	277.96080024372907	0.0
1.4923365375E9	273.97568137328716	533258.5910655439
1.4923801225E9	269.8380851812742	0.0
1.4924237025E9	276.892260262859	0.0
1.492467267E9	279.2286126571841	533258.5910655439
1.492510817E9	277.6445666716218	0.0
1.4925543325E9	276.01115760111577	0.0
1.4925978135E9	276.9477264042797	533258.5910655439
1.4926412915E9	275.61983623148404	0.0
1.4926847455E9	282.4998454404946	0.0
1.4927281115E9	277.3662854030501	533258.5910655439
1.49277138E9	275.4741666666667	0.0
1.4928146005E9	277.50048773167254	0.0
1.492857802E9	275.921410669531	533258.5910655439
1.4929009985E9	277.61534211253337	0.0
1.4929441855E9	275.89575821845176	0.0
1.4929873635E9	275.04282584884993	533258.5910655439
1.4930305305E9	276.77780781186647	0.0
1.493073666E9	276.6204774535809	0.0
1.493116759E9	275.5843550206845	533258.5910655439
1.493159827E9	272.7217741935484	0.0
1.493202872E9	270.3952049497293	0.0
1.4932458955E9	277.15542055398856	533258.5910655439
1.493288912E9	274.6586091926649	0.0
1.4933319135E9	277.40044334333027	0.0
1.4933748855E9	276.9589367865054	533258.5910655439
1.4934178335E9	276.07694015765514	0.0
1.49346076E9	276.16904192239673	0.0
1.4935036525E9	276.1277453580902	533258.5910655439
1.493546522E9	276.4228216204826	0.0
1.493589381E9	276.1242718446602	0.0
1.493632207E9	278.53302767872304	533258.5910655439
1.493674998E9	276.9361866501854	0.0
1.4937177775E9	275.7824123844334	0.0
1.493760539E9	250.90540540540542	533258.5910655439
1.493803277E9	278.8458337895544	0.0
1.4938459955E9	275.84096725796485	0.0
1.493888642E9	277.4347032943449	533258.5910655439
1.493931208E9	276.8715607353118	0.0
1.4939737295E9	275.55230088495574	0.0
1.494016196E9	277.3027976440892	533258.5910655439
1.4940586255E9	275.93344742346454	0.0
1.494101034E9	277.8241651356317	0.0
1.494143386E9	277.0674133558749	533258.5910655439
1.4941856805E9	267.14408163265307	0.0
1.4942279585E9	277.9810336652442	0.0
1.4942702145E9	277.48273555722767	533258.5910655439
1.494312442E9	275.8271186440678	0.0
1.4943546495E9	280.5706092414241	0.0
1.494396838E9	276.23500537923616	533258.5910655439
1.494439018E9	277.854110612855	0.0
1.4944811245E9	276.89357769906053	0.0
1.4945231445E9	274.0451765634247	533258.5910655439
1.494565144E9	276.17471072657145	0.0
1.4946071355E9	277.26928595077806	0.0
1.4946491245E9	277.2552700576822	533258.5910655439
1.494691102E9	278.58572459844794	0.0
1.494733054E9	275.91115068764225	0.0
1.494774986E9	265.0879572544184	533258.5910655439
1.4948169115E9	270.1464915880181	0.0
1.49485879E9	275.065834154891	0.0
1.494900609E9	275.874799871918	533258.5910655439
1.4949424005E9	208.0625	0.0
1.494984173E9	274.56205259588575	0.0
1.495025928E9	273.249863133691	533258.5910655439
1.495067659E9	278.2551191675059	0.0
1.495109348E9	276.3077010968921	0.0
1.4951509875E9	276.13393018629046	533258.5910655439
1.495192596E9	276.06188333728	0.0
1.4952231095E9	274.36632520559806	0.0
1.495243906E9	277.01321269567717	533258.5910655439
1.495275781E9	276.94113799869194	0.0
1.495317349E9	261.1052955665025	0.0
1.495358892E9	277.0471555267143	533258.5910655439
1.4954004145E9	278.2467883705206	0.0
1.495441905E9	282.7756991685563	0.0
1.4954833735E9	275.6371212974434	533258.5910655439
1.4955248E9	268.7930476960388	0.0
1.495566187E9	276.79398034398037	0.0
1.4956075395E9	275.534724055981	533258.5910655439
1.495648783E9	262.63137916490933	0.0
1.4956899355E9	277.1114146573227	0.0
1.4957310675E9	277.31977578781874	533258.5910655439
1.495772172E9	278.70287009063446	0.0
1.4958132545E9	277.56656110079723	0.0
1.495854336E9	276.7471673445671	533258.5910655439
1.4958953875E9	276.2339305711086	0.0
1.4959363985E9	277.8166863330326	0.0
1.4959773835E9	276.6894201765166	533258.5910655439
1.4960183525E9	275.13669132103735	0.0
1.4960592985E9	274.0442807957154	0.0
1.4961001845E9	275.9435215946844	533258.5910655439
1.49614101E9	277.59518816907627	0.0
1.4961817895E9	275.0854593074013	0.0
1.496222536E9	267.5075318655852	533258.5910655439
1.496263254E9	275.55399473222127	0.0
1.4963039235E9	275.10429562933786	0.0
1.4963445465E9	271.3129481231548	533258.5910655439
1.496385148E9	274.41126631554846	0.0
1.4964257025E9	274.7608058608059	0.0
1.4964662115E9	277.4393592677346	533258.5910655439
1.4965067155E9	275.34474979491387	0.0
1.496547193E9	276.5186265709156	0.0
1.4965876015E9	276.87940318599954	533258.5910655439
1.49662796E9	284.016155088853	0.0
1.496668309E9	275.06810650211406	0.0
1.4967086505E9	234.6	533258.5910655439
1.4967489645E9	274.7890404780697	0.0
1.496789165E9	275.43467741935484	0.0
1.4968292695E9	278.3087385243115	533258.5910655439
1.496869355E9	278.6881123196791	0.0
1.496909428E9	277.837556711298	0.0
1.496949494E9	276.1626858945471	533258.5910655439
1.496989531E9	277.62296147098954	0.0
1.4970295425E9	279.2704610301847	0.0
1.497069519E9	275.4186878727634	533258.5910655439
1.4971094615E9	275.8726003490401	0.0
1.4971493925E9	274.86501712139625	0.0
1.4971892835E9	273.99538172896524	533258.5910655439
1.49722914E9	275.69615042278593	0.0
1.497268974E9	276.340899122807	0.0
1.4973087875E9	277.24797522629825	533258.5910655439
1.4973485995E9	277.2257126886529	0.0
1.4973883985E9	278.0779069120836	0.0
1.497428166E9	276.3968403678378	533258.5910655439
1.4974679105E9	274.4516129032258	0.0
1.497507626E9	276.29343411552344	0.0
1.4975473125E9	266.23503844867935	533258.5910655439
1.4975869945E9	267.30080572963294	0.0
1.4976266755E9	275.4575075075075	0.0
1.4976663455E9	276.0152944539737	533258.5910655439
1.4977060025E9	277.26665839434173	0.0
1.497745653E9	279.2094114662608	0.0
1.497785297E9	265.45324675324673	533258.5910655439
1.49782493E9	276.9912270440987	0.0
1.497864541E9	277.49831231124534	0.0
1.4979041315E9	244.7	533258.5910655439
1.4979437065E9	272.8294082125604	0.0
1.4979832685E9	274.68668596237336	0.0
1.4980228115E9	275.439603960396	533258.5910655439
1.4980623115E9	276.5373335127136	0.0
1.498101774E9	278.0037861404314	0.0
1.498141222E9	273.4146925101699	533258.5910655439
1.4981806635E9	275.84767913474536	0.0
1.498220084E9	226.5909090909091	0.0
1.498259483E9	276.1128031584884	533258.5910655439
1.498298856E9	277.1017420582638	0.0
1.4983381765E9	274.3262917933131	0.0
1.4983774675E9	283.4213879800241	533258.5910655439
1.4984167335E9	276.5766007375126	0.0
1.4984559575E9	279.97322153097105	0.0
1.4984951625E9	276.1255391746604	533258.5910655439
1.498534363E9	277.0567348136555	0.0
1.4985735515E9	266.55313496280553	0.0
1.4986127065E9	274.0137589433132	533258.5910655439
1.498651814E9	264.72826855123674	0.0
1.498690893E9	276.9862613772969	0.0
1.4987299515E9	269.61204981487714	533258.5910655439
1.49876899E9	280.6593545133636	0.0
1.498808022E9	277.53777455949796	0.0
1.4988470355E9	276.99868421052633	533258.5910655439
1.4988859755E9	276.3504761904762	0.0
1.498924857E9	276.1005205320995	0.0
1.498963734E9	277.960336960337	533258.5910655439
1.499002572E9	276.62570173297536	0.0
1.499041365E9	272.655230125523	0.0
1.499080101E9	276.6007769446201	533258.5910655439
1.499118788E9	278.5082513487782	0.0
1.4991574705E9	279.02518277822907	0.0
1.499196124E9	276.8432079297139	533258.5910655439
1.4992347455E9	271.2438818565401	0.0
1.4992733535E9	277.5599714421704	0.0
1.499311954E9	274.84941967012827	533258.5910655439
1.499350539E9	275.45369301788804	0.0
1.499389088E9	277.626061663758	0.0
1.4994276105E9	275.35724533715927	533258.5910655439
1.499466114E9	276.3311416616856	0.0
1.499504591E9	274.408830548926	0.0
1.499543027E9	281.23537438171587	533258.5910655439
1.4995814235E9	279.3200331517878	0.0
1.499619808E9	276.5536761389265	0.0
1.4996581885E9	278.61012116892374	533258.5910655439
1.4996965595E9	277.3205076953828	0.0
1.4997349165E9	270.8473154362416	0.0
1.499773247E9	274.0060712200817	533258.5910655439
1.4998115515E9	277.9485224022879	0.0
1.499849847E9	274.9204558945744	0.0
1.499888138E9	277.14304411425053	533258.5910655439
1.499926422E9	281.9868846568451	0.0
1.4999646995E9	276.89267110841917	0.0
1.5000029725E9	275.74524033125584	533258.5910655439
1.500041224E9	283.6114492515216	0.0
1.50007944E9	275.8730358265242	0.0
1.500117618E9	277.03094217174646	533258.5910655439
1.500155769E9	265.3533537921964	0.0
1.500193863E9	282.9479882237488	0.0
1.500231898E9	276.2480310593455	533258.5910655439
1.500269916E9	276.317697228145	0.0
1.500307908E9	274.57291074899086	0.0
1.500345875E9	245.2295918367347	533258.5910655439
1.500383832E9	275.219546086151	0.0
1.500404725E9	281.7012195121951	0.0
1.5004237005E9	269.1739888423989	533258.5910655439
1.50045972E9	275.6730274620426	0.0
1.500497618E9	276.5926976778914	0.0
1.5005354845E9	276.24709661477635	533258.5910655439
1.5005733095E9	276.36756756756756	0.0
1.500611102E9	275.479015493234	0.0
1.5006488865E9	277.6320598006645	533258.5910655439
1.500686649E9	276.08460337521376	0.0
1.5007243605E9	263.7872611464968	0.0
1.5007620315E9	263.8	533258.5910655439
1.500799694E9	228.01374570446737	0.0
1.5008373425E9	274.67992424242425	0.0
1.500874906E9	277.64827027652433	533258.5910655439
1.5009123875E9	278.62865005350864	0.0
1.500949841E9	275.73173986896387	0.0
1.5009872685E9	275.96880667392094	533258.5910655439
1.5010246615E9	275.7133072407045	0.0
1.501061985E9	277.91248729244325	0.0
1.501099249E9	276.2804938271605	533258.5910655439
1.501136492E9	277.2163280204404	0.0
1.5011737215E9	274.7782546494993	0.0
1.501210923E9	287.12099056603773	533258.5910655439
1.50124809E9	276.75169101068525	0.0
1.501285215E9	274.41467889908256	0.0
1.501322307E9	276.7841763281947	533258.5910655439
1.501359365E9	274.7454647256439	0.0
1.5013963865E9	276.0633312222926	0.0
1.501433386E9	277.38439095550694	533258.5910655439
1.501470374E9	282.3215590742996	0.0
1.501507337E9	280.98667812634295	0.0
1.5015442575E9	273.7737210076573	533258.5910655439
1.501581157E9	276.2890781563126	0.0
1.50161803E9	276.6439266236986	0.0
1.5016548745E9	277.97604680928873	533258.5910655439
1.501691682E9	277.47667147667147	0.0
1.5017284435E9	250.14604810996565	0.0
1.5017651905E9	273.4138916500994	533258.5910655439
1.5018019355E9	275.75630458851026	0.0
1.50183864E9	277.9343942838584	0.0
1.501875296E9	275.44942571322713	533258.5910655439
1.5019119385E9	266.6110335195531	0.0
1.50194856E9	278.9227091633466	0.0
1.5019851445E9	276.3325040427914	533258.5910655439
1.5020216985E9	276.6012558869702	0.0
1.5020582315E9	277.62788414334807	0.0
1.5020947095E9	274.8058150519576	533258.5910655439
1.502131142E9	246.307929969104	0.0
1.502167522E9	292.46870932211874	0.0
1.5022038415E9	281.2104553624925	533258.5910655439
1.502240145E9	254.85170340681364	0.0
1.502276441E9	278.5274326132671	0.0
1.50231273E9	249.6834862385321	533258.5910655439
1.502348999E9	254.79886685552407	0.0
1.502385245E9	280.88767229163983	0.0
1.5024214795E9	276.6309314586995	533258.5910655439
1.5024577025E9	275.24398535564853	0.0
1.5024938985E9	279.40444572748265	0.0
1.502530033E9	272.05814252637	533258.5910655439
1.5025661175E9	275.80314743235783	0.0
1.502602189E9	274.93301831069107	0.0
1.502638249E9	276.7208880833711	533258.5910655439
1.5026742875E9	276.37775082308093	0.0
1.5027103025E9	275.711570624905	0.0
1.502746294E9	276.816338028169	533258.5910655439
1.502782259E9	275.5672492872195	0.0
1.5028181925E9	0.0	0.0
1.502854099E9	276.7263686131387	533258.5910655439
1.5028899725E9	278.1842305738954	0.0
1.502925804E9	276.52284946236557	0.0
1.502961606E9	274.1033836787261	533258.5910655439
1.5029973855E9	277.49517781796266	0.0
1.5030331325E9	278.27416823603266	0.0
1.5030688485E9	276.41964774094737	533258.5910655439
1.503104555E9	276.696981374438	0.0
1.503140255E9	276.04666586277585	0.0
1.503175928E9	280.0303433268859	533258.5910655439
1.5032115695E9	275.4787894464563	0.0
1.5032471955E9	224.5	0.0
1.5032828015E9	277.56961018297534	533258.5910655439
1.50331836E9	275.4458293384468	0.0
1.50335387E9	281.84019644881	0.0
1.5033893295E9	277.1365618753407	533258.5910655439
1.5034247285E9	277.184926378837	0.0
1.503460104E9	251.49254621347646	0.0
1.503495445E9	276.1063006632277	533258.5910655439
1.503530724E9	267.60672195547795	0.0
1.5035659405E9	277.5268084122949	0.0
1.5036011195E9	279.854637621592	533258.5910655439
1.503636254E9	218.61111111111111	0.0
1.503671334E9	273.046670739157	0.0
1.5037063995E9	277.37064055161386	533258.5910655439
1.503741444E9	275.8658462779907	0.0
1.503776449E9	263.5242902208202	0.0
1.5038114115E9	275.5292178603536	533258.5910655439
1.503846299E9	277.3747204770525	0.0
1.503881127E9	240.33901918976545	0.0
1.5039159195E9	275.37518684603884	533258.5910655439
1.5039506705E9	262.00145772594755	0.0
1.5039854075E9	275.5777286327566	0.0
1.504020135E9	255.3319587628866	533258.5910655439
1.504054837E9	273.5380728978708	0.0
1.5040894825E9	257.3123312331233	0.0
1.5041240685E9	278.5128046261875	533258.5910655439
1.5041586215E9	276.66484336151166	0.0
1.5041931505E9	274.6407913488138	0.0
1.504227663E9	277.34262125902995	533258.5910655439
1.504262158E9	275.35090229747993	0.0
1.5042966265E9	276.55621385244746	0.0
1.5043310615E9	280.23586719651325	533258.5910655439
1.504365423E9	275.19543931976295	0.0
1.504399667E9	277.5633310006998	0.0
1.504433829E9	250.4959128065395	533258.5910655439
1.504467965E9	278.23712174881086	0.0
1.504502076E9	276.23376623376623	0.0
1.504536103E9	269.0091478093404	533258.5910655439
1.504570051E9	271.4170378619154	0.0
1.5046039705E9	275.66273263731273	0.0
1.5046378695E9	274.0048139604854	533258.5910655439
1.504671739E9	274.7980623675447	0.0
1.5047055835E9	282.4688372093023	0.0
1.5047394045E9	276.4506136065769	533258.5910655439
1.504773183E9	283.5882352941176	0.0
1.504806934E9	205.40740740740742	0.0
1.5048406455E9	266.7506493506493	533258.5910655439
1.5048743225E9	274.87730112453147	0.0
1.5049079935E9	277.5880421398276	0.0
1.5049416565E9	232.60927152317882	533258.5910655439
1.504975286E9	274.1861067165252	0.0
1.505008816E9	254.17755289788408	0.0
1.5050422405E9	275.25125899280573	533258.5910655439
1.5050756215E9	258.3237774030354	0.0
1.505108884E9	275.53620053441915	0.0
1.5051420155E9	275.85222761358625	533258.5910655439
1.5051750625E9	277.78514624612484	0.0
1.5052080455E9	251.95945945945945	0.0
1.5052410265E9	274.44955044955043	533258.5910655439
1.5052739805E9	277.6466065747614	0.0
1.5053068895E9	277.2528449967299	0.0
1.505339751E9	277.84491660047655	533258.5910655439
1.505372562E9	275.23883270122207	0.0
1.5054053465E9	275.6489345624906	0.0
1.5054381255E9	282.57483883964545	533258.5910655439
1.5054708915E9	275.11535907409166	0.0
1.505503631E9	276.332323996972	0.0
1.5055363455E9	275.88079207920794	533258.5910655439
1.505566577E9	273.6634510869565	0.0
1.5055829115E9	296.4190525767829	0.0
1.505601684E9	275.0547840245187	533258.5910655439
1.5056343185E9	237.8	0.0
1.5056669395E9	280.5844155844156	0.0
1.5056995295E9	281.6167741935484	533258.5910655439
1.505732098E9	276.22936833470055	0.0
