#Position (bp)	insert size	chromosomes
9.752643165E8	17858.57127215292	533258.5910655439
9.804381325E8	15121.341652869824	0.0
9.856119485E8	11363.367215190481	0.0
9.907857645E8	18686.53706777801	533258.5910655439
9.959595805E8	10605.07404022374	0.0
1.0011333965E9	7970.444179773583	0.0
1.0063072125E9	15314.987604397205	533258.5910655439
1.0114810285E9	9588.607301778395	0.0
1.0166548445E9	9285.654991224817	0.0
1.0218286605E9	7983.702351845307	533258.5910655439
1.0270024765E9	6531.480779881323	0.0
1.0321762925E9	8689.639260600614	0.0
1.0373501085E9	4989.234515501437	533258.5910655439
1.0425239245E9	6012.297524526623	0.0
1.0476977405E9	6030.95288178195	0.0
1.0528715565E9	4884.890795567254	533258.5910655439
1.0580453725E9	3815.1979811795322	0.0
1.0632191885E9	8013.925119499882	0.0
1.0683930045E9	2820.6963501176656	533258.5910655439
1.0735668205E9	3154.8100914423812	0.0
1.0787406365E9	2285.601858643789	0.0
1.0839144525E9	1911.925483171808	533258.5910655439
1.0890882685E9	2917.010970427972	0.0
1.0942620845E9	1507.7348609725625	0.0
1.0994359005E9	1075.0771821103278	533258.5910655439
1.1046097165E9	976.8810679444548	0.0
1.1097835325E9	701.6705298059965	0.0
1.1149573485E9	364.5984272954068	533258.5910655439
1.1181882005E9	258.90937291856824	0.0
1.1207751085E9	298602.6749602152	0.0
1.1253049805E9	281876.3399707745	533258.5910655439
1.1304787965E9	224959.73549330846	0.0
1.1356526125E9	119353.79961372081	0.0
1.1408264285E9	111907.55939487708	533258.5910655439
1.1460002445E9	108180.74115733779	0.0
1.1511740605E9	137541.90814149127	0.0
1.1563478765E9	74569.63237860314	533258.5910655439
1.1615216925E9	69850.28208323079	0.0
1.1666955085E9	60503.657425893376	0.0
1.1718693245E9	53895.20499805128	533258.5910655439
1.1770431405E9	38256.73935628501	0.0
1.1822169565E9	36185.14385369396	0.0
1.1873907725E9	40964.005996838714	533258.5910655439
1.1925645885E9	33716.224451185124	0.0
1.1977384045E9	39892.06190250983	0.0
1.2029122205E9	42491.40862834495	533258.5910655439
1.2080860365E9	36979.59082481178	0.0
1.2132598525E9	27130.573709204604	0.0
1.2184336685E9	41750.64471940536	533258.5910655439
1.2236074845E9	34537.55410012837	0.0
1.2287813005E9	42153.14017378451	0.0
1.2339551165E9	32060.289964608834	533258.5910655439
1.2391289325E9	14817.02720176514	0.0
1.2443027485E9	24169.97030012224	0.0
1.2494765645E9	24572.834200462697	533258.5910655439
1.2546503805E9	28802.75715664201	0.0
1.2598241965E9	28900.062109043367	0.0
1.2649980125E9	44441.81463132248	533258.5910655439
1.2701718285E9	46796.71549717739	0.0
1.2753456445E9	49892.09293765042	0.0
1.2805194605E9	31973.307894178604	533258.5910655439
1.2856932765E9	25052.772654254244	0.0
1.2908670925E9	27520.015486991182	0.0
1.2960409085E9	21765.61521672672	533258.5910655439
1.3012147245E9	20087.613810639385	0.0
1.3063885405E9	19506.60986133029	0.0
1.3115623565E9	25668.119447721147	533258.5910655439
1.3167361725E9	28976.07731323299	0.0
1.3219099885E9	22055.33567904927	0.0
1.3270838045E9	15858.109434659878	533258.5910655439
1.3322576205E9	13959.543825596993	0.0
1.3374314365E9	8030.0320037149595	0.0
1.3426052525E9	11033.501357255029	533258.5910655439
1.3477790685E9	13067.528574316324	0.0
1.3529528845E9	11035.830121336767	0.0
1.3581267005E9	8017.955925891424	533258.5910655439
1.3633005165E9	9665.401171258221	0.0
1.3684743325E9	8950.270450234502	0.0
1.3736481485E9	5853.541035188674	533258.5910655439
1.3788219645E9	8224.353453406922	0.0
1.3839957805E9	11057.579207236387	0.0
1.3891695965E9	9988.61355374751	533258.5910655439
1.3943434125E9	6894.088645361398	0.0
1.3995172285E9	4597.659466304909	0.0
1.4046910445E9	4643.239732418337	533258.5910655439
1.4098648605E9	2212.3741196921524	0.0
1.4150386765E9	2227.6221564619477	0.0
1.4202124925E9	1291.923121356929	533258.5910655439
1.4253863085E9	2010.4863596829714	0.0
1.4305601245E9	926.647234288896	0.0
1.4357339405E9	392.42478446639257	533258.5910655439
1.4388118925E9	257.43913326407363	0.0
1.441065418E9	261.70353910532975	0.0
1.443161282E9	279.1538364955357	533258.5910655439
1.443735882E9	277.96522604012233	0.0
1.4442895865E9	252.38500908040285	0.0
1.444913117E9	244.89317507418397	533258.5910655439
1.4455288255E9	240.14797665557325	0.0
1.4460931365E9	270.28253023255814	0.0
1.4465982825E9	282.982279716866	533258.5910655439
1.447080158E9	241.14278884462152	0.0
1.4475167665E9	276.78406641654027	0.0
1.447907069E9	278.7625422980727	533258.5910655439
1.4482862265E9	227.43820224719101	0.0
1.4485718975E9	285.1815230623563	0.0
1.4487481175E9	278.95207434853916	533258.5910655439
1.449001605E9	267.67084984588286	0.0
1.449343901E9	196.945	0.0
1.4496668465E9	272.6629505474228	533258.5910655439
1.449974313E9	267.42120579490097	0.0
1.4502684415E9	262.98365122615803	0.0
1.450540361E9	261.2696747114376	533258.5910655439
1.450801367E9	215.85496183206106	0.0
1.451059176E9	278.9611709205274	0.0
1.451307661E9	259.78519328956963	533258.5910655439
1.451547714E9	256.5239408373026	0.0
1.451784517E9	272.6429619401053	0.0
1.452015901E9	202.0441176470588	533258.5910655439
1.452241601E9	243.47940711942655	0.0
1.4524656315E9	259.145429475221	0.0
1.4526889625E9	276.7261951251261	533258.5910655439
1.452904683E9	274.9310556285589	0.0
1.4531132205E9	278.6782383672672	0.0
1.4533199045E9	218.47153024911032	533258.5910655439
1.45352382E9	215.03896103896105	0.0
1.4537245535E9	73.81818181818181	0.0
1.453833122E9	267.9040968342644	533258.5910655439
1.453924137E9	268.32097821933513	0.0
1.4540967415E9	267.1427694574024	0.0
1.4542765095E9	280.9912764003673	533258.5910655439
1.454453896E9	236.33333333333334	0.0
1.454627853E9	278.9549992320688	0.0
1.454793793E9	273.60795454545456	533258.5910655439
1.454954221E9	277.0158960043098	0.0
1.455113722E9	268.61735884274384	0.0
1.4552707885E9	277.3922906535632	533258.5910655439
1.4554260495E9	247.37	0.0
1.455579934E9	254.25435356200526	0.0
1.4557323775E9	277.52814978056546	533258.5910655439
1.4558840695E9	276.45460371715444	0.0
1.4560335785E9	279.66489348898784	0.0
1.4561805565E9	271.6242069909193	533258.5910655439
1.456323842E9	280.5003036016746	0.0
1.4564639545E9	276.4545782133977	0.0
1.4566031245E9	278.229805078107	533258.5910655439
1.4567407675E9	275.0665492957746	0.0
1.456877058E9	280.1561486506591	0.0
1.457012944E9	270.73382173382174	533258.5910655439
1.4571458465E9	221.16666666666666	0.0
1.45727575E9	281.1169257093968	0.0
1.45740535E9	295.65042444821734	533258.5910655439
1.4575345845E9	269.53790741020606	0.0
1.4576628165E9	277.5629442088888	0.0
1.457789841E9	236.25757575757575	533258.5910655439
1.457916243E9	277.58643833724625	0.0
1.4580424135E9	215.44612068965517	0.0
1.458166698E9	277.5396909664981	533258.5910655439
1.4582888625E9	185.19354838709677	0.0
1.4584101875E9	262.80354102826016	0.0
1.458530464E9	210.41666666666666	533258.5910655439
1.4586499655E9	276.2940510669463	0.0
1.458768974E9	284.7337773549001	0.0
1.4588873735E9	271.2987741021376	533258.5910655439
1.458981243E9	230.7659574468085	0.0
1.4590379465E9	252.79255319148936	0.0
1.459116151E9	251.38992332968238	533258.5910655439
1.4592278825E9	165.42857142857142	0.0
1.4593384345E9	280.47982019892885	0.0
1.45944875E9	283.619538256058	533258.5910655439
1.4595583745E9	259.28599412340844	0.0
1.459667337E9	263.60500260552374	0.0
1.4597759645E9	277.087904240487	533258.5910655439
1.4598837445E9	278.45174416453966	0.0
1.459990724E9	138.9189189189189	0.0
1.460095789E9	283.38034092434344	533258.5910655439
1.4601989665E9	241.3158844765343	0.0
1.460301645E9	268.90749414519905	0.0
1.460403974E9	278.42908964073945	533258.5910655439
1.4605052115E9	278.2153867201751	0.0
1.460605256E9	290.82177675914204	0.0
1.4607050395E9	279.1077512776831	533258.5910655439
1.4608042615E9	251.60326086956522	0.0
1.4609024215E9	278.7459897581985	0.0
1.4609995645E9	230.84012539184954	533258.5910655439
1.461096222E9	277.1129559381383	0.0
1.461192295E9	277.9006902618935	0.0
1.461287789E9	269.83803384367445	533258.5910655439
1.4613815225E9	279.0185627061548	0.0
1.461473124E9	281.64871426994813	0.0
1.4615641115E9	256.7427241786483	533258.5910655439
1.4616545075E9	278.11445514535404	0.0
1.461744501E9	276.91600334227536	0.0
1.461834469E9	278.4682226389026	533258.5910655439
1.461924136E9	276.7225733744917	0.0
1.462013262E9	279.1554940250656	0.0
1.4621018715E9	267.50021231422505	533258.5910655439
1.462190052E9	278.7497055359246	0.0
1.462278088E9	277.0912522920936	0.0
1.4623660525E9	277.1441628583299	533258.5910655439
1.462453646E9	277.7524428699342	0.0
1.4625403745E9	263.66240953597276	0.0
1.462626589E9	249.87642857142856	533258.5910655439
1.4627127045E9	280.30902945436986	0.0
1.4627981565E9	276.7851917650747	0.0
1.4628827705E9	276.56341207349084	533258.5910655439
1.462966956E9	276.97286213356284	0.0
1.4630510115E9	272.65615962984384	0.0
1.463134927E9	261.5887230514096	533258.5910655439
1.463218774E9	274.3053892215569	0.0
1.4633023375E9	278.45166047907236	0.0
1.46338548E9	277.37041548247396	533258.5910655439
1.463468142E9	276.5992414664981	0.0
1.4635504135E9	272.8474639022584	0.0
1.4636325945E9	277.6545943381306	533258.5910655439
1.463714703E9	276.4005145356316	0.0
1.463796391E9	194.5068493150685	0.0
1.463877603E9	273.4605051047824	533258.5910655439
1.46395871E9	293.70252606843883	0.0
1.4640394975E9	275.24618859401465	0.0
1.464119782E9	277.09655146249855	533258.5910655439
1.4641748715E9	279.7493472584856	0.0
1.4642148715E9	274.67530784186647	0.0
1.464279823E9	274.856433888692	533258.5910655439
1.464359729E9	276.62428132849567	0.0
1.4644394325E9	277.9978605049208	0.0
1.4645190265E9	276.81752004935225	533258.5910655439
1.4645981735E9	277.8963294077194	0.0
1.464676805E9	277.04378889144965	0.0
1.4647552865E9	271.089995431704	533258.5910655439
1.464833581E9	276.94006194206594	0.0
1.464911704E9	281.9632423949783	0.0
1.464989731E9	277.3261483664947	533258.5910655439
1.465067448E9	277.23731764423366	0.0
1.465144729E9	276.96686636508133	0.0
1.4652216595E9	276.5510447761194	533258.5910655439
1.4652981775E9	277.1464281387554	0.0
1.4653743825E9	172.91666666666666	0.0
1.4654503885E9	264.0156453715776	533258.5910655439
1.465526243E9	273.11919786846164	0.0
1.4656015175E9	280.87053953111644	0.0
1.4656759405E9	275.7330527581542	533258.5910655439
1.4657496E9	276.22497773515107	0.0
1.4658225005E9	279.014561872059	0.0
1.465895043E9	277.7185916244332	533258.5910655439
1.4659675185E9	276.9619553293256	0.0
1.466039805E9	277.8613212304589	0.0
1.4661117355E9	277.57300046232086	533258.5910655439
1.4661832985E9	275.3762883629873	0.0
1.466254626E9	276.43916199511284	0.0
1.4663257255E9	277.0112570356473	533258.5910655439
1.466396518E9	278.0599785790789	0.0
1.4664671285E9	276.6786050492084	0.0
1.4665376735E9	275.73817619783614	533258.5910655439
1.4666082055E9	277.02291487816154	0.0
1.466678705E9	278.7441961947984	0.0
1.466748923E9	275.9190657727532	533258.5910655439
1.466818757E9	284.01669411921824	0.0
1.4668883745E9	260.7244212098581	0.0
1.466957778E9	278.7392169873922	533258.5910655439
1.467027038E9	277.0878508297113	0.0
1.4670962625E9	276.08301334796124	0.0
1.467165214E9	276.1841236356966	533258.5910655439
1.467233775E9	276.061234785899	0.0
1.4673021245E9	286.50488350798656	0.0
1.4673703545E9	279.2426231446987	533258.5910655439
1.4674383995E9	277.2033352200984	0.0
1.4675062585E9	275.2509744478129	0.0
1.4675739715E9	276.7570912841671	533258.5910655439
1.4676414985E9	277.0477526544534	0.0
1.467708901E9	280.7392410430358	0.0
1.467776213E9	277.80235449332724	533258.5910655439
1.46784344E9	277.73409271081067	0.0
1.467910435E9	276.800980337548	0.0
1.4679771755E9	276.0607182524991	533258.5910655439
1.468043677E9	274.0283852280956	0.0
1.4681099365E9	280.2281544758854	0.0
1.4681760955E9	278.93973314229424	533258.5910655439
1.46824219E9	280.4985528600747	0.0
1.4683081735E9	276.03208173358496	0.0
1.4683740325E9	278.20080574090395	533258.5910655439
1.468439794E9	277.1291118835323	0.0
1.46850528E9	276.9290962361956	0.0
1.468570459E9	274.5612560813799	533258.5910655439
1.468635518E9	284.57246149009745	0.0
1.4687005415E9	276.5541377829581	0.0
1.4687655415E9	277.8575575575576	533258.5910655439
1.4688305115E9	274.8456604965071	0.0
1.4688954335E9	275.75949769512	0.0
1.4689603E9	276.38871229322086	533258.5910655439
1.4690251405E9	298.46368178324366	0.0
1.4690899665E9	277.4749388753056	0.0
1.469154765E9	279.03284368070956	533258.5910655439
1.4692194505E9	281.4126344086022	0.0
1.469283971E9	275.69646854914424	0.0
1.4693399695E9	277.92343206193624	533258.5910655439
1.469372153E9	314.5784475639967	0.0
1.469412738E9	278.6468423473747	0.0
1.4694770555E9	276.8494000545405	533258.5910655439
1.469541331E9	276.5284485753996	0.0
1.4696055825E9	277.85920701225774	0.0
1.46966977E9	277.13624481008765	533258.5910655439
1.4697338815E9	276.84261838440113	0.0
1.469797862E9	282.57761780977137	0.0
1.4698617325E9	276.0161145926589	533258.5910655439
1.4699255605E9	277.0307209175314	0.0
1.469989333E9	276.03210538771003	0.0
1.4700530585E9	276.4572263179858	533258.5910655439
1.4701167525E9	277.62658534895	0.0
1.470180317E9	284.2089495638984	0.0
1.470243755E9	280.06875259204645	533258.5910655439
1.470307189E9	278.8976776028227	0.0
1.470370611E9	278.06262699942687	0.0
1.4704339855E9	276.5357243121842	533258.5910655439
1.470496952E9	264.79667721518985	0.0
1.4705595045E9	272.9878587196468	0.0
1.4706219125E9	273.833315293863	533258.5910655439
1.4706842135E9	276.5083302930804	0.0
1.4707465085E9	275.54991055456173	0.0
1.47080879E9	277.1588199070705	533258.5910655439
1.4708710415E9	283.89803977884685	0.0
1.4709332695E9	277.60516488385343	0.0
1.47099544E9	278.35999434748817	533258.5910655439
1.471057448E9	277.0643062067035	0.0
1.471119294E9	278.1519304099142	0.0
1.4711810885E9	283.748647929781	533258.5910655439
1.4712428095E9	279.7403388035998	0.0
1.4713044435E9	277.3943105718047	0.0
1.47136602E9	277.7444525547445	533258.5910655439
1.4714275425E9	275.82717391304345	0.0
1.471489006E9	278.6880426059678	0.0
1.4715503865E9	277.64252336448595	533258.5910655439
1.471611813E9	278.0668975726935	0.0
1.4716731615E9	276.291192283365	0.0
1.471734327E9	280.7233900319394	533258.5910655439
1.471795384E9	275.9184630991631	0.0
1.4718563315E9	277.8422066414978	0.0
1.471917239E9	277.23097922848666	533258.5910655439
1.471978021E9	276.2064833414144	0.0
1.472038683E9	278.8726724835837	0.0
1.472099319E9	276.8503619047619	533258.5910655439
1.4721598115E9	286.72351580570546	0.0
1.4722201535E9	263.0087774294671	0.0
1.472280467E9	275.7145244860438	533258.5910655439
1.4723407465E9	278.81966159777255	0.0
1.4724009875E9	280.0866137099147	0.0
1.4724610955E9	287.5446297204512	533258.5910655439
1.4725209245E9	281.75218692449357	0.0
1.472580588E9	261.2328660436137	0.0
1.4726402365E9	277.4437331242923	533258.5910655439
1.472699851E9	279.98808025468276	0.0
1.47275942E9	276.0800791657152	0.0
1.4728189415E9	276.7100407558355	533258.5910655439
1.472878416E9	271.89985052316894	0.0
1.472937864E9	276.0888249794577	0.0
1.4729972445E9	277.924302236997	533258.5910655439
1.4730564195E9	270.51603773584907	0.0
1.4731153915E9	289.0187789914709	0.0
1.4731742925E9	254.01426024955435	533258.5910655439
1.4732331755E9	291.2719253518254	0.0
1.473292052E9	278.1116721276253	0.0
1.4733508975E9	277.81380563124435	533258.5910655439
1.4734096785E9	276.6712807358924	0.0
1.473468219E9	276.7065672805223	0.0
1.473526531E9	276.90688186236275	533258.5910655439
1.47358478E9	278.610071791647	0.0
1.473642965E9	250.9124839124839	0.0
1.473701115E9	277.85195509681307	533258.5910655439
1.473759187E9	276.5119339594425	0.0
1.4738171525E9	277.3844967219437	0.0
1.473875072E9	276.6127240408828	533258.5910655439
1.4739329595E9	285.8498006202924	0.0
1.473990813E9	277.5180523590334	0.0
1.474048623E9	278.13870405064927	533258.5910655439
1.4741063875E9	255.03396465982436	0.0
1.4741640615E9	275.99028784219	0.0
1.474221656E9	276.00847625656786	533258.5910655439
1.4742792405E9	279.31895799576216	0.0
1.474336723E9	233.39347079037802	0.0
1.4743940615E9	281.5326542840024	533258.5910655439
1.4744512915E9	277.16279069767444	0.0
1.4745084605E9	277.74376689696606	0.0
1.4745373025E9	268.8013698630137	533258.5910655439
1.4745658825E9	277.8974805237858	0.0
1.4746227515E9	264.3731343283582	0.0
1.4746798415E9	277.52284689907697	533258.5910655439
1.474736922E9	274.8175734652313	0.0
1.4747939775E9	278.64663111972857	0.0
1.474850926E9	277.38396823260194	533258.5910655439
1.4749077785E9	277.2246465637003	0.0
1.4749645815E9	259.3086841107319	0.0
1.4750213375E9	275.0536630891274	533258.5910655439
1.475078085E9	275.4429347826087	0.0
1.475134825E9	277.10936066075254	0.0
1.475191526E9	276.4944056341228	533258.5910655439
1.475248184E9	279.81053832984594	0.0
1.475304785E9	278.77482851178047	0.0
1.475361331E9	276.728541521284	533258.5910655439
1.475417846E9	276.17256611107837	0.0
1.4754743335E9	230.05102040816325	0.0
1.475530812E9	277.2084541062802	533258.5910655439
1.475587265E9	278.2793346708951	0.0
1.475643675E9	277.09769094138545	0.0
1.475700015E9	244.7256385998108	533258.5910655439
1.4757562905E9	275.3512778684067	0.0
1.475812363E9	277.84121886819383	0.0
1.475868203E9	276.19231104524454	533258.5910655439
1.475923985E9	276.1455294863665	0.0
1.475979756E9	277.25589014359406	0.0
1.4760355205E9	276.60609847538115	533258.5910655439
1.4760912475E9	275.48544943042936	0.0
1.4761469345E9	274.8618853186579	0.0
1.476202504E9	276.93185451638686	533258.5910655439
1.476257941E9	279.05218135158253	0.0
1.4763133535E9	276.11604132680804	0.0
1.476368758E9	252.0749063670412	533258.5910655439
1.476424068E9	276.55096566523605	0.0
1.4764792465E9	276.0803205481128	0.0
1.4765343335E9	274.53012929982924	533258.5910655439
1.476589309E9	276.9093387866394	0.0
1.4766441565E9	271.33393213572856	0.0
1.476698899E9	254.85455915599096	533258.5910655439
1.4767535E9	251.3502538071066	0.0
1.4768079975E9	276.0261941448382	0.0
1.476862488E9	277.25561043237155	533258.5910655439
1.4769169595E9	277.0794760860546	0.0
1.476971295E9	277.41497411389884	0.0
1.477025485E9	276.5572201414898	533258.5910655439
1.477079584E9	276.91942004739997	0.0
1.4771336005E9	255.92966636609557	0.0
1.4771875805E9	280.15424800659883	533258.5910655439
1.4772414615E9	277.6536899717514	0.0
1.477295249E9	274.2586608927382	0.0
1.4773490025E9	275.0252252252252	533258.5910655439
1.477402727E9	277.10586529165323	0.0
1.47745644E9	242.71607142857144	0.0
1.4775101175E9	276.6451236584228	533258.5910655439
1.47756376E9	277.7347445142281	0.0
1.4776173835E9	275.80528986109954	0.0
1.477670962E9	276.33896848137533	533258.5910655439
1.4777244945E9	277.69306154449237	0.0
1.477777974E9	277.5390764600771	0.0
1.477831364E9	278.64913811913596	533258.5910655439
1.477884697E9	277.60605493133585	0.0
1.4779380235E9	277.3666622985192	0.0
1.47799131E9	279.07366336633663	533258.5910655439
1.4780445285E9	277.27674384879396	0.0
1.478097698E9	274.50557939914165	0.0
1.4781508375E9	276.8723451697419	533258.5910655439
1.478203958E9	276.51010226989274	0.0
1.478257044E9	242.57355679702047	0.0
1.478310098E9	275.92600612260134	533258.5910655439
1.4783631485E9	275.4630363314507	0.0
