#Coverage	Number of genomic locations
1605.0	11.0
1606.0	12.0
1607.0	6.0
1608.0	11.0
1609.0	17.0
1610.0	12.0
1611.0	8.0
1612.0	5.0
1613.0	10.0
1614.0	4.0
1615.0	6.0
1616.0	9.0
1617.0	4.0
1618.0	8.0
1619.0	10.0
1620.0	8.0
1621.0	6.0
1622.0	6.0
1623.0	6.0
1624.0	13.0
1625.0	6.0
1626.0	8.0
1627.0	5.0
1628.0	11.0
1629.0	3.0
1630.0	4.0
1631.0	5.0
1632.0	6.0
1633.0	5.0
1634.0	7.0
1635.0	6.0
1636.0	6.0
1637.0	5.0
1638.0	7.0
1639.0	5.0
1640.0	2.0
1641.0	8.0
1642.0	5.0
1643.0	3.0
1644.0	12.0
1645.0	4.0
1646.0	4.0
1647.0	2.0
1648.0	3.0
1649.0	8.0
1650.0	6.0
1651.0	9.0
1652.0	7.0
1653.0	4.0
1654.0	5.0
1655.0	5.0
1656.0	2.0
1657.0	7.0
1658.0	8.0
1659.0	7.0
1660.0	4.0
1661.0	6.0
1662.0	9.0
1663.0	4.0
1664.0	4.0
1665.0	9.0
1666.0	10.0
1667.0	6.0
1668.0	10.0
1669.0	6.0
1670.0	11.0
1671.0	8.0
1672.0	9.0
1673.0	5.0
1674.0	11.0
1675.0	4.0
1676.0	8.0
1677.0	10.0
1678.0	5.0
1679.0	10.0
1680.0	6.0
1681.0	8.0
1682.0	6.0
1683.0	6.0
1684.0	12.0
1685.0	7.0
1686.0	11.0
1687.0	8.0
1688.0	10.0
1689.0	3.0
1690.0	2.0
1691.0	5.0
1692.0	6.0
1693.0	7.0
1694.0	6.0
1695.0	7.0
1696.0	3.0
1697.0	3.0
1698.0	3.0
1699.0	4.0
1700.0	6.0
1701.0	7.0
1702.0	4.0
1703.0	9.0
1704.0	5.0
1705.0	5.0
1706.0	6.0
1707.0	10.0
1708.0	5.0
1709.0	7.0
1710.0	10.0
1711.0	4.0
1712.0	6.0
1713.0	10.0
1714.0	7.0
1715.0	9.0
1716.0	4.0
1717.0	5.0
1718.0	9.0
1719.0	4.0
1720.0	6.0
1721.0	5.0
1722.0	8.0
1723.0	8.0
1724.0	5.0
1725.0	5.0
1726.0	11.0
1727.0	7.0
1728.0	8.0
1729.0	7.0
1730.0	3.0
1731.0	3.0
1732.0	6.0
1733.0	8.0
1734.0	7.0
1735.0	4.0
1736.0	4.0
1737.0	10.0
1738.0	6.0
1739.0	4.0
1740.0	6.0
1741.0	4.0
1742.0	7.0
1743.0	7.0
1744.0	2.0
1745.0	4.0
1746.0	6.0
1747.0	8.0
1748.0	5.0
1749.0	4.0
1750.0	7.0
1751.0	5.0
1752.0	3.0
1753.0	8.0
1754.0	6.0
1755.0	9.0
1756.0	4.0
1757.0	6.0
1758.0	6.0
1759.0	4.0
1760.0	8.0
1761.0	6.0
1762.0	4.0
1763.0	10.0
1764.0	8.0
1765.0	7.0
1766.0	8.0
1767.0	10.0
1768.0	6.0
1769.0	4.0
1770.0	7.0
1771.0	8.0
1772.0	6.0
1773.0	6.0
1774.0	9.0
1775.0	5.0
1776.0	5.0
1777.0	6.0
1778.0	4.0
1779.0	5.0
1780.0	3.0
1781.0	8.0
1782.0	8.0
1783.0	8.0
1784.0	5.0
1785.0	6.0
1786.0	10.0
1787.0	15.0
1788.0	4.0
1789.0	5.0
1790.0	9.0
1791.0	2.0
1792.0	8.0
1793.0	3.0
1794.0	10.0
1795.0	6.0
1796.0	3.0
1797.0	7.0
1798.0	5.0
1799.0	9.0
1800.0	8.0
1801.0	11.0
1802.0	13.0
1803.0	8.0
1804.0	8.0
1805.0	7.0
1806.0	7.0
1807.0	4.0
1808.0	4.0
1809.0	5.0
1810.0	4.0
1811.0	4.0
1812.0	1.0
1813.0	3.0
1814.0	1.0
1815.0	1.0
1816.0	2.0
1817.0	4.0
1818.0	3.0
1819.0	5.0
1820.0	5.0
1821.0	7.0
1823.0	5.0
1824.0	2.0
1825.0	2.0
1826.0	3.0
1827.0	8.0
1828.0	1.0
1829.0	6.0
1830.0	5.0
1831.0	2.0
1833.0	3.0
1834.0	3.0
1835.0	1.0
1836.0	3.0
1837.0	2.0
1838.0	12.0
1840.0	3.0
1841.0	7.0
1842.0	8.0
1843.0	7.0
1845.0	1.0
1846.0	2.0
1847.0	3.0
1848.0	4.0
1849.0	2.0
1850.0	6.0
1851.0	5.0
1852.0	2.0
1853.0	3.0
1854.0	6.0
1855.0	3.0
1856.0	4.0
1857.0	5.0
1858.0	2.0
1859.0	6.0
1860.0	5.0
1861.0	6.0
1862.0	6.0
1863.0	2.0
1864.0	3.0
1865.0	3.0
1866.0	3.0
1867.0	5.0
1868.0	1.0
1869.0	2.0
1870.0	5.0
1871.0	8.0
1872.0	4.0
1873.0	3.0
1874.0	4.0
1875.0	8.0
1876.0	3.0
1877.0	4.0
1878.0	6.0
1879.0	4.0
1880.0	6.0
1881.0	7.0
1882.0	1.0
1883.0	3.0
1884.0	3.0
1886.0	4.0
1887.0	4.0
1888.0	1.0
1889.0	3.0
1890.0	5.0
1891.0	3.0
1892.0	2.0
1893.0	2.0
1894.0	3.0
1895.0	1.0
1896.0	4.0
1897.0	2.0
1898.0	1.0
1899.0	4.0
1900.0	6.0
1901.0	5.0
1902.0	7.0
1903.0	7.0
1904.0	5.0
1905.0	7.0
1906.0	5.0
1907.0	1.0
1909.0	4.0
1910.0	3.0
1911.0	5.0
1912.0	1.0
1913.0	3.0
1914.0	8.0
1915.0	3.0
1916.0	3.0
1917.0	3.0
1918.0	2.0
1919.0	3.0
1920.0	3.0
1921.0	5.0
1922.0	5.0
1923.0	1.0
1924.0	3.0
1925.0	4.0
1926.0	4.0
1927.0	2.0
1928.0	6.0
1929.0	3.0
1930.0	5.0
1931.0	3.0
1932.0	10.0
1933.0	2.0
1934.0	1.0
1935.0	1.0
1936.0	3.0
1937.0	6.0
1938.0	1.0
1939.0	6.0
1940.0	3.0
1941.0	2.0
1942.0	3.0
1944.0	5.0
1945.0	1.0
1946.0	1.0
1947.0	1.0
1948.0	4.0
1949.0	2.0
1951.0	1.0
1952.0	7.0
1953.0	4.0
1954.0	4.0
1955.0	8.0
1956.0	3.0
1957.0	6.0
1958.0	1.0
1959.0	2.0
1960.0	1.0
1961.0	4.0
1962.0	5.0
1963.0	3.0
1964.0	3.0
1965.0	4.0
1966.0	2.0
1967.0	3.0
1968.0	2.0
1969.0	3.0
1971.0	3.0
1972.0	5.0
1973.0	2.0
1974.0	5.0
1975.0	3.0
1976.0	5.0
1977.0	5.0
1978.0	4.0
1979.0	3.0
1980.0	2.0
1981.0	1.0
1982.0	2.0
1984.0	3.0
1985.0	1.0
1987.0	4.0
1988.0	1.0
1989.0	4.0
1990.0	2.0
1991.0	2.0
1992.0	1.0
1993.0	5.0
1994.0	2.0
1995.0	1.0
1996.0	2.0
1997.0	1.0
1999.0	2.0
2000.0	2.0
2001.0	3.0
2002.0	1.0
2003.0	2.0
2004.0	5.0
2006.0	2.0
2007.0	2.0
2009.0	4.0
2010.0	4.0
2011.0	7.0
2012.0	2.0
2013.0	5.0
2015.0	3.0
2016.0	1.0
2017.0	3.0
2018.0	4.0
2019.0	2.0
2020.0	4.0
2021.0	3.0
2022.0	5.0
2024.0	3.0
2025.0	3.0
2027.0	6.0
2028.0	1.0
2029.0	2.0
2030.0	2.0
2031.0	2.0
2032.0	3.0
2034.0	5.0
2035.0	4.0
2036.0	5.0
2037.0	4.0
2038.0	3.0
2039.0	10.0
2040.0	5.0
2041.0	15.0
2042.0	4.0
2043.0	3.0
2044.0	1.0
2045.0	1.0
2046.0	2.0
2047.0	2.0
2048.0	7.0
2049.0	5.0
2050.0	4.0
2051.0	3.0
2052.0	2.0
2053.0	9.0
2054.0	2.0
2055.0	1.0
2056.0	4.0
2057.0	2.0
2058.0	2.0
2059.0	3.0
2060.0	6.0
2061.0	4.0
2062.0	4.0
2063.0	6.0
2064.0	4.0
2065.0	3.0
2066.0	1.0
2067.0	3.0
2068.0	2.0
2069.0	4.0
2070.0	1.0
2071.0	2.0
2072.0	2.0
2073.0	1.0
2074.0	4.0
2075.0	1.0
2076.0	3.0
2077.0	2.0
2078.0	1.0
2079.0	3.0
2080.0	3.0
2081.0	1.0
2083.0	2.0
2084.0	3.0
2085.0	3.0
2086.0	6.0
2087.0	3.0
2088.0	2.0
2089.0	2.0
2091.0	1.0
2092.0	2.0
2093.0	3.0
2094.0	1.0
2095.0	3.0
2097.0	3.0
2098.0	1.0
2099.0	2.0
2101.0	3.0
2102.0	2.0
2103.0	5.0
2104.0	1.0
2106.0	4.0
2107.0	2.0
2108.0	2.0
2109.0	1.0
2110.0	3.0
2111.0	2.0
2112.0	1.0
2113.0	3.0
2114.0	1.0
2115.0	4.0
2116.0	5.0
2117.0	7.0
2118.0	1.0
2119.0	2.0
2120.0	3.0
2121.0	1.0
2122.0	3.0
2123.0	3.0
2124.0	2.0
2125.0	2.0
2126.0	2.0
2127.0	2.0
2128.0	5.0
2129.0	7.0
2130.0	6.0
2131.0	4.0
2132.0	6.0
2133.0	2.0
2134.0	1.0
2135.0	3.0
2136.0	5.0
2137.0	4.0
2138.0	2.0
2139.0	4.0
2140.0	4.0
2141.0	3.0
2142.0	4.0
2143.0	3.0
2144.0	6.0
2145.0	3.0
2146.0	3.0
2147.0	5.0
2148.0	2.0
2149.0	3.0
2151.0	4.0
2153.0	3.0
2154.0	2.0
2155.0	1.0
2157.0	1.0
2158.0	2.0
2159.0	1.0
2161.0	1.0
2162.0	5.0
2163.0	4.0
2164.0	3.0
2165.0	1.0
2167.0	1.0
2168.0	1.0
2169.0	1.0
2170.0	1.0
2171.0	1.0
2172.0	2.0
2173.0	6.0
2174.0	2.0
2175.0	1.0
2177.0	1.0
2179.0	1.0
2181.0	3.0
2182.0	2.0
2183.0	2.0
2184.0	3.0
2185.0	1.0
2186.0	4.0
2187.0	3.0
2188.0	3.0
2189.0	3.0
2190.0	2.0
2192.0	2.0
2194.0	1.0
2195.0	3.0
2196.0	1.0
2197.0	2.0
2198.0	2.0
2199.0	1.0
2200.0	3.0
2202.0	3.0
2204.0	2.0
2205.0	3.0
2206.0	5.0
2207.0	1.0
2208.0	1.0
2209.0	2.0
2210.0	2.0
2211.0	1.0
2212.0	1.0
2213.0	3.0
2216.0	4.0
2217.0	1.0
2218.0	5.0
2219.0	3.0
2220.0	4.0
2221.0	1.0
2222.0	1.0
2223.0	2.0
2224.0	1.0
2225.0	2.0
2227.0	2.0
2228.0	6.0
2229.0	1.0
2230.0	2.0
2232.0	2.0
2233.0	1.0
2234.0	2.0
2238.0	1.0
2239.0	2.0
2240.0	1.0
2241.0	5.0
2242.0	2.0
2243.0	1.0
2244.0	2.0
2245.0	2.0
2247.0	3.0
2248.0	2.0
2251.0	1.0
2252.0	6.0
2253.0	3.0
2254.0	1.0
2257.0	1.0
2258.0	1.0
2259.0	1.0
2260.0	2.0
2261.0	1.0
2262.0	1.0
2263.0	1.0
2264.0	3.0
2265.0	3.0
2266.0	3.0
2269.0	1.0
2270.0	3.0
2271.0	4.0
2272.0	2.0
2276.0	1.0
2277.0	1.0
2278.0	2.0
2279.0	1.0
2280.0	4.0
2283.0	7.0
2284.0	3.0
2285.0	2.0
2286.0	1.0
2287.0	2.0
2289.0	1.0
2290.0	1.0
2291.0	2.0
2292.0	1.0
2293.0	1.0
2294.0	1.0
2295.0	3.0
2296.0	2.0
2297.0	2.0
2298.0	2.0
2299.0	1.0
2301.0	1.0
2302.0	2.0
2303.0	3.0
2304.0	1.0
2306.0	1.0
2307.0	1.0
2308.0	4.0
2309.0	1.0
2310.0	1.0
2311.0	1.0
2312.0	3.0
2313.0	4.0
2314.0	2.0
2315.0	2.0
2316.0	3.0
2317.0	2.0
2319.0	1.0
2320.0	3.0
2321.0	2.0
2322.0	1.0
2323.0	3.0
2324.0	3.0
2325.0	4.0
2326.0	1.0
2328.0	2.0
2329.0	3.0
2330.0	3.0
2331.0	1.0
2333.0	3.0
2334.0	1.0
2335.0	2.0
2336.0	4.0
2337.0	1.0
2338.0	2.0
2340.0	1.0
2341.0	1.0
2343.0	1.0
2344.0	1.0
2346.0	1.0
2347.0	1.0
2348.0	2.0
2352.0	2.0
2353.0	1.0
2354.0	1.0
2355.0	1.0
2356.0	2.0
2357.0	1.0
2359.0	1.0
2360.0	1.0
2361.0	1.0
2362.0	3.0
2364.0	1.0
2365.0	3.0
2366.0	2.0
2368.0	1.0
2369.0	2.0
2370.0	2.0
2373.0	1.0
2374.0	3.0
2375.0	1.0
2376.0	2.0
2377.0	1.0
2378.0	1.0
2379.0	2.0
2380.0	2.0
2382.0	1.0
2383.0	1.0
2384.0	1.0
2386.0	2.0
2388.0	2.0
2389.0	1.0
2390.0	3.0
2391.0	1.0
2393.0	4.0
2394.0	1.0
2395.0	2.0
2397.0	2.0
2399.0	1.0
2401.0	1.0
2402.0	1.0
2403.0	7.0
2404.0	2.0
2406.0	2.0
2407.0	1.0
2408.0	3.0
2409.0	1.0
2410.0	1.0
2411.0	1.0
2412.0	3.0
2413.0	1.0
2414.0	1.0
2416.0	2.0
2417.0	2.0
2418.0	3.0
2419.0	2.0
2422.0	3.0
2423.0	1.0
2424.0	2.0
2425.0	1.0
2426.0	2.0
2427.0	1.0
2428.0	2.0
2429.0	2.0
2430.0	3.0
2431.0	1.0
2432.0	2.0
2433.0	1.0
2435.0	1.0
2436.0	1.0
2437.0	1.0
2438.0	1.0
2440.0	4.0
2441.0	2.0
2442.0	1.0
2443.0	5.0
2444.0	2.0
2445.0	4.0
2446.0	1.0
2447.0	1.0
2448.0	1.0
2449.0	2.0
2451.0	4.0
2452.0	1.0
2453.0	4.0
2454.0	5.0
2455.0	2.0
2457.0	1.0
2459.0	1.0
2460.0	1.0
2461.0	2.0
2462.0	5.0
2463.0	1.0
2466.0	1.0
2467.0	3.0
2469.0	1.0
2471.0	1.0
2472.0	3.0
2474.0	1.0
2475.0	2.0
2476.0	1.0
2477.0	1.0
2479.0	3.0
2481.0	2.0
2482.0	3.0
2483.0	1.0
2484.0	3.0
2487.0	1.0
2488.0	3.0
2489.0	4.0
2490.0	1.0
2491.0	2.0
2492.0	3.0
2494.0	2.0
2495.0	1.0
2496.0	2.0
2497.0	2.0
2498.0	1.0
2499.0	2.0
2501.0	3.0
2502.0	1.0
2503.0	1.0
2504.0	1.0
2506.0	3.0
2507.0	2.0
2508.0	2.0
2509.0	2.0
2510.0	2.0
2511.0	1.0
2512.0	2.0
2513.0	1.0
2514.0	1.0
2515.0	3.0
2516.0	3.0
2518.0	2.0
2519.0	3.0
2520.0	1.0
2521.0	1.0
2522.0	2.0
2523.0	4.0
2527.0	2.0
2529.0	3.0
2530.0	1.0
2532.0	5.0
2533.0	5.0
2534.0	6.0
2535.0	3.0
2536.0	4.0
2537.0	6.0
2540.0	1.0
2542.0	2.0
2543.0	1.0
2544.0	2.0
2545.0	1.0
2549.0	1.0
2550.0	1.0
2551.0	2.0
2552.0	1.0
2555.0	2.0
2559.0	1.0
2560.0	2.0
2561.0	1.0
2564.0	1.0
2566.0	2.0
2567.0	1.0
2569.0	2.0
2570.0	2.0
2572.0	2.0
2573.0	2.0
2574.0	2.0
2575.0	1.0
2576.0	2.0
2579.0	1.0
2580.0	1.0
2581.0	1.0
2583.0	3.0
2584.0	3.0
2585.0	2.0
2586.0	1.0
2587.0	1.0
2588.0	2.0
2589.0	2.0
2591.0	3.0
2592.0	3.0
2594.0	2.0
2595.0	1.0
2596.0	2.0
2597.0	2.0
2598.0	1.0
2600.0	2.0
2602.0	1.0
2603.0	1.0
2604.0	1.0
2605.0	1.0
2607.0	1.0
2608.0	1.0
2611.0	1.0
2612.0	1.0
2613.0	1.0
2614.0	1.0
2615.0	1.0
2616.0	1.0
2617.0	2.0
2618.0	1.0
2619.0	1.0
2620.0	1.0
2621.0	1.0
2622.0	1.0
2623.0	1.0
2625.0	2.0
2626.0	2.0
2628.0	1.0
2632.0	2.0
2633.0	1.0
2634.0	1.0
2635.0	1.0
2636.0	1.0
2637.0	1.0
2638.0	1.0
2641.0	2.0
2644.0	3.0
2645.0	3.0
2646.0	1.0
2647.0	3.0
2648.0	1.0
2651.0	1.0
2653.0	2.0
2658.0	1.0
2661.0	3.0
2662.0	2.0
2665.0	1.0
2666.0	1.0
2667.0	2.0
2668.0	1.0
2669.0	3.0
2671.0	1.0
2672.0	4.0
2674.0	1.0
2676.0	1.0
2677.0	1.0
2678.0	1.0
2679.0	2.0
2680.0	2.0
2683.0	1.0
2685.0	1.0
2686.0	1.0
2687.0	3.0
2688.0	1.0
2689.0	1.0
2690.0	2.0
2691.0	2.0
2692.0	2.0
2694.0	1.0
2695.0	1.0
2696.0	2.0
2698.0	4.0
2699.0	1.0
2700.0	1.0
2701.0	1.0
2702.0	3.0
2703.0	2.0
2704.0	1.0
2705.0	1.0
2706.0	1.0
2710.0	1.0
2711.0	1.0
2712.0	1.0
2714.0	1.0
2715.0	1.0
2716.0	1.0
2717.0	1.0
2718.0	1.0
2720.0	1.0
2721.0	1.0
2724.0	2.0
2727.0	4.0
2729.0	1.0
2731.0	3.0
2733.0	3.0
2734.0	2.0
2735.0	3.0
2736.0	3.0
2737.0	1.0
2738.0	1.0
2739.0	2.0
2740.0	1.0
2741.0	5.0
2742.0	1.0
2743.0	2.0
2745.0	1.0
2746.0	4.0
2747.0	3.0
2749.0	1.0
2750.0	1.0
2751.0	1.0
2752.0	3.0
2757.0	1.0
2759.0	1.0
2760.0	2.0
2762.0	1.0
2763.0	1.0
2764.0	1.0
2767.0	1.0
2768.0	3.0
2769.0	1.0
2771.0	1.0
2772.0	1.0
2773.0	4.0
2774.0	1.0
2775.0	1.0
2778.0	1.0
2779.0	1.0
2780.0	1.0
2784.0	4.0
2787.0	2.0
2789.0	1.0
2792.0	1.0
2794.0	1.0
2796.0	2.0
2797.0	2.0
2800.0	1.0
2802.0	1.0
2803.0	3.0
2805.0	2.0
2807.0	1.0
2809.0	1.0
2810.0	1.0
2811.0	3.0
2812.0	1.0
2813.0	1.0
2814.0	1.0
2815.0	1.0
2816.0	2.0
2817.0	2.0
2818.0	1.0
2821.0	2.0
2824.0	1.0
2825.0	1.0
2829.0	1.0
2830.0	1.0
2831.0	1.0
2833.0	1.0
2834.0	1.0
2835.0	1.0
2836.0	2.0
2838.0	2.0
2840.0	1.0
2842.0	3.0
2843.0	2.0
2847.0	3.0
2848.0	1.0
2850.0	1.0
2851.0	1.0
2852.0	3.0
2853.0	4.0
2854.0	2.0
2855.0	2.0
2858.0	2.0
2859.0	2.0
2860.0	1.0
2861.0	4.0
2862.0	4.0
2863.0	1.0
2864.0	4.0
2865.0	1.0
2866.0	1.0
2867.0	4.0
2868.0	2.0
2869.0	2.0
2870.0	4.0
2872.0	1.0
2873.0	2.0
2874.0	1.0
2876.0	3.0
2878.0	3.0
2879.0	1.0
2880.0	1.0
2882.0	3.0
2883.0	3.0
2884.0	1.0
2885.0	1.0
2886.0	3.0
2888.0	2.0
2889.0	2.0
2892.0	1.0
2893.0	2.0
2895.0	1.0
2896.0	1.0
2897.0	2.0
2898.0	6.0
2899.0	1.0
2900.0	1.0
2901.0	1.0
2902.0	2.0
2904.0	1.0
2905.0	1.0
2906.0	5.0
2907.0	1.0
2908.0	1.0
2909.0	1.0
2910.0	2.0
2912.0	1.0
2913.0	1.0
2914.0	1.0
2915.0	1.0
2916.0	2.0
2917.0	2.0
2918.0	3.0
2921.0	1.0
2922.0	1.0
2923.0	4.0
2925.0	1.0
2926.0	1.0
2927.0	3.0
2928.0	2.0
2929.0	3.0
2930.0	2.0
2931.0	1.0
2933.0	2.0
2934.0	1.0
2936.0	3.0
2940.0	1.0
2942.0	3.0
2943.0	2.0
2944.0	4.0
2945.0	1.0
2946.0	2.0
2947.0	1.0
2948.0	6.0
2949.0	1.0
2951.0	1.0
2952.0	2.0
2953.0	1.0
2954.0	3.0
2955.0	2.0
2956.0	1.0
2957.0	1.0
2959.0	3.0
2960.0	1.0
2961.0	2.0
2962.0	1.0
2963.0	1.0
2964.0	2.0
2965.0	5.0
2966.0	4.0
2967.0	3.0
2968.0	5.0
2969.0	1.0
2970.0	1.0
2971.0	6.0
2973.0	1.0
2974.0	1.0
2975.0	1.0
2979.0	1.0
2980.0	2.0
2981.0	1.0
2982.0	1.0
2984.0	1.0
2990.0	1.0
2991.0	2.0
2993.0	1.0
2998.0	1.0
3001.0	1.0
3002.0	1.0
3004.0	1.0
3006.0	3.0
3008.0	1.0
3010.0	1.0
3011.0	2.0
3012.0	1.0
3013.0	1.0
3014.0	1.0
3015.0	1.0
3019.0	2.0
3021.0	1.0
3022.0	2.0
3027.0	1.0
3028.0	2.0
3030.0	1.0
3032.0	2.0
3033.0	2.0
3034.0	1.0
3036.0	1.0
3037.0	2.0
3040.0	1.0
3041.0	1.0
3043.0	3.0
3045.0	1.0
3046.0	2.0
3050.0	1.0
3057.0	1.0
3061.0	1.0
3062.0	4.0
3066.0	1.0
3067.0	1.0
3068.0	2.0
3072.0	1.0
3080.0	1.0
3081.0	1.0
3083.0	1.0
3084.0	2.0
3086.0	2.0
3091.0	1.0
3094.0	2.0
3098.0	1.0
3100.0	1.0
3101.0	2.0
3104.0	1.0
3105.0	1.0
3106.0	2.0
3111.0	1.0
3112.0	1.0
3113.0	1.0
3114.0	1.0
3118.0	1.0
3120.0	3.0
3124.0	1.0
3126.0	1.0
3129.0	2.0
3131.0	1.0
3132.0	1.0
3134.0	2.0
3136.0	1.0
3139.0	3.0
3140.0	1.0
3142.0	1.0
3146.0	1.0
3147.0	1.0
3148.0	1.0
3153.0	1.0
3155.0	1.0
3157.0	1.0
3159.0	1.0
3160.0	1.0
3161.0	1.0
3162.0	2.0
3163.0	1.0
3164.0	1.0
3168.0	1.0
3170.0	1.0
3172.0	1.0
3176.0	1.0
3185.0	1.0
3186.0	1.0
3187.0	1.0
3188.0	2.0
3189.0	2.0
3191.0	1.0
3192.0	1.0
3193.0	3.0
3194.0	1.0
3199.0	1.0
3200.0	1.0
3202.0	1.0
3203.0	1.0
3204.0	1.0
3214.0	2.0
3215.0	1.0
3216.0	1.0
3217.0	1.0
3222.0	2.0
3224.0	3.0
3225.0	1.0
3226.0	2.0
3228.0	1.0
3229.0	2.0
3230.0	1.0
3233.0	1.0
3234.0	1.0
3238.0	1.0
3239.0	2.0
3240.0	1.0
3241.0	1.0
3243.0	1.0
3244.0	1.0
3247.0	1.0
3249.0	1.0
3250.0	2.0
3252.0	2.0
3253.0	1.0
3255.0	2.0
3256.0	2.0
3257.0	1.0
3258.0	2.0
3259.0	1.0
3260.0	1.0
3261.0	1.0
3262.0	2.0
3263.0	4.0
3264.0	1.0
3265.0	1.0
3266.0	3.0
3267.0	2.0
3271.0	1.0
3272.0	1.0
3274.0	1.0
3276.0	1.0
3277.0	1.0
3278.0	2.0
3279.0	4.0
3282.0	1.0
3283.0	2.0
3288.0	1.0
3289.0	2.0
3291.0	2.0
3292.0	1.0
3294.0	2.0
3295.0	1.0
3298.0	1.0
3299.0	3.0
3300.0	3.0
3301.0	1.0
3302.0	2.0
3304.0	1.0
3305.0	1.0
3307.0	1.0
3308.0	1.0
3310.0	3.0
3312.0	3.0
3313.0	1.0
3314.0	1.0
3315.0	1.0
3316.0	1.0
3318.0	1.0
3319.0	1.0
3320.0	1.0
3323.0	1.0
3324.0	1.0
3325.0	1.0
3326.0	2.0
3327.0	1.0
3328.0	1.0
3330.0	2.0
3331.0	3.0
3332.0	1.0
3333.0	3.0
3335.0	1.0
3336.0	3.0
3337.0	1.0
3338.0	1.0
3341.0	1.0
3344.0	6.0
3345.0	5.0
3346.0	2.0
3347.0	4.0
3348.0	2.0
3349.0	2.0
3350.0	2.0
3351.0	2.0
3352.0	1.0
3353.0	3.0
3354.0	2.0
3355.0	2.0
3356.0	1.0
3357.0	1.0
3358.0	2.0
3359.0	1.0
3360.0	1.0
3362.0	1.0
3364.0	1.0
3368.0	2.0
3371.0	1.0
3372.0	1.0
3373.0	1.0
3376.0	1.0
3378.0	1.0
3380.0	1.0
3383.0	4.0
3385.0	1.0
3388.0	1.0
3390.0	2.0
3392.0	1.0
3393.0	2.0
3394.0	1.0
3395.0	1.0
3396.0	2.0
3397.0	2.0
3398.0	1.0
3399.0	2.0
3401.0	2.0
3402.0	1.0
3403.0	1.0
3404.0	1.0
3405.0	1.0
3406.0	2.0
3407.0	1.0
3408.0	2.0
3410.0	1.0
3412.0	1.0
3416.0	3.0
3417.0	1.0
3418.0	1.0
3420.0	1.0
3421.0	1.0
3422.0	1.0
3425.0	2.0
3427.0	1.0
3428.0	1.0
3430.0	1.0
3431.0	1.0
3432.0	1.0
3433.0	1.0
3434.0	1.0
3436.0	2.0
3437.0	1.0
3438.0	1.0
3439.0	1.0
3442.0	2.0
3444.0	2.0
3445.0	1.0
3446.0	2.0
3448.0	1.0
3449.0	2.0
3450.0	2.0
3451.0	1.0
3452.0	2.0
3453.0	1.0
3461.0	1.0
3464.0	2.0
3467.0	4.0
3468.0	3.0
3470.0	1.0
3471.0	2.0
3472.0	2.0
3473.0	3.0
3474.0	3.0
3476.0	1.0
3480.0	1.0
3482.0	1.0
3486.0	2.0
3487.0	1.0
3488.0	1.0
3490.0	1.0
3491.0	1.0
3492.0	1.0
3494.0	1.0
3496.0	2.0
3497.0	2.0
3498.0	1.0
3499.0	2.0
3500.0	2.0
3501.0	1.0
3506.0	1.0
3508.0	2.0
3509.0	1.0
3511.0	1.0
3513.0	1.0
3514.0	1.0
3516.0	1.0
3517.0	2.0
3518.0	2.0
3520.0	1.0
3528.0	1.0
3531.0	1.0
3532.0	1.0
3533.0	2.0
3538.0	1.0
3539.0	1.0
3542.0	1.0
3544.0	1.0
3546.0	1.0
3547.0	2.0
3548.0	5.0
3549.0	1.0
3550.0	1.0
3551.0	3.0
3553.0	3.0
3555.0	1.0
3557.0	1.0
3558.0	1.0
3559.0	3.0
3560.0	1.0
3561.0	3.0
3562.0	1.0
3565.0	1.0
3567.0	1.0
3570.0	1.0
3572.0	1.0
3574.0	1.0
3580.0	2.0
3583.0	1.0
3584.0	1.0
3585.0	1.0
3587.0	2.0
3589.0	1.0
3590.0	1.0
3592.0	1.0
3593.0	2.0
3594.0	1.0
3596.0	2.0
3598.0	1.0
3601.0	1.0
3602.0	1.0
3603.0	3.0
3605.0	2.0
3608.0	3.0
3609.0	1.0
3610.0	1.0
3611.0	2.0
3613.0	1.0
3614.0	1.0
3619.0	2.0
3621.0	3.0
3622.0	1.0
3623.0	1.0
3628.0	1.0
3629.0	1.0
3630.0	1.0
3631.0	2.0
3633.0	2.0
3634.0	1.0
3635.0	3.0
3637.0	2.0
3638.0	1.0
3639.0	1.0
3640.0	3.0
3641.0	1.0
3644.0	1.0
3646.0	3.0
3647.0	2.0
3648.0	2.0
3649.0	2.0
3650.0	2.0
3651.0	1.0
3655.0	1.0
3656.0	1.0
3659.0	1.0
3661.0	2.0
3667.0	1.0
3672.0	1.0
3673.0	2.0
3677.0	3.0
3678.0	1.0
3682.0	1.0
3683.0	1.0
3688.0	2.0
3694.0	1.0
3699.0	1.0
3701.0	1.0
3702.0	2.0
3704.0	2.0
3709.0	1.0
3710.0	1.0
3711.0	2.0
3714.0	1.0
3717.0	1.0
3719.0	1.0
3720.0	1.0
3724.0	1.0
3725.0	2.0
3727.0	1.0
3728.0	1.0
3731.0	1.0
3737.0	1.0
3738.0	1.0
3739.0	1.0
3749.0	1.0
3750.0	1.0
3751.0	1.0
3752.0	1.0
3753.0	1.0
3756.0	1.0
3760.0	1.0
3761.0	1.0
3762.0	2.0
3768.0	1.0
3770.0	1.0
3772.0	1.0
3776.0	2.0
3787.0	1.0
3788.0	1.0
3791.0	2.0
3794.0	1.0
3797.0	1.0
