#Position (bp)	mapping quality
1.472580588E9	0.0
1.4726402365E9	0.0
1.472699851E9	0.0
1.47275942E9	0.0
1.4728189415E9	0.0
1.472878416E9	0.0
1.472937864E9	0.0
1.4729972445E9	0.0
1.4730564195E9	0.0
1.4731153915E9	0.0
1.4731742925E9	0.0
1.4732331755E9	0.0
1.473292052E9	0.0
1.4733508975E9	0.0
1.4734096785E9	0.0
1.473468219E9	0.0
1.473526531E9	0.0
1.47358478E9	0.0
1.473642965E9	0.0
1.473701115E9	0.0
1.473759187E9	0.0
1.4738171525E9	0.0
1.473875072E9	0.0
1.4739329595E9	0.0
1.473990813E9	0.0
1.474048623E9	0.0
1.4741063875E9	0.0
1.4741640615E9	0.0
1.474221656E9	0.0
1.4742792405E9	0.0
1.474336723E9	0.0
1.4743940615E9	0.0
1.4744512915E9	0.0
1.4745084605E9	0.0
1.4745373025E9	0.0
1.4745658825E9	0.0
1.4746227515E9	0.0
1.4746798415E9	0.0
1.474736922E9	0.0
1.4747939775E9	0.0
1.474850926E9	0.0
1.4749077785E9	0.0
1.4749645815E9	0.0
1.4750213375E9	0.0
1.475078085E9	0.0
1.475134825E9	0.0
1.475191526E9	0.0
1.475248184E9	0.0
1.475304785E9	0.0
1.475361331E9	0.0
1.475417846E9	0.0
1.4754743335E9	0.0
1.475530812E9	0.0
1.475587265E9	0.0
1.475643675E9	0.0
1.475700015E9	0.0
1.4757562905E9	0.0
1.475812363E9	0.0
1.475868203E9	0.0
1.475923985E9	0.0
1.475979756E9	0.0
1.4760355205E9	0.0
1.4760912475E9	0.0
1.4761469345E9	0.0
1.476202504E9	0.0
1.476257941E9	0.0
1.4763133535E9	0.0
1.476368758E9	0.0
1.476424068E9	0.0
1.4764792465E9	0.0
1.4765343335E9	0.0
1.476589309E9	0.0
1.4766441565E9	0.0
1.476698899E9	0.0
1.4767535E9	0.0
1.4768079975E9	0.0
1.476862488E9	0.0
1.4769169595E9	0.0
1.476971295E9	0.0
1.477025485E9	0.0
1.477079584E9	0.0
1.4771336005E9	0.0
1.4771875805E9	0.0
1.4772414615E9	0.0
1.477295249E9	0.0
1.4773490025E9	0.0
1.477402727E9	0.0
1.47745644E9	0.0
1.4775101175E9	0.0
1.47756376E9	0.0
1.4776173835E9	0.0
1.477670962E9	0.0
1.4777244945E9	0.0
1.477777974E9	0.0
1.477831364E9	0.0
1.477884697E9	0.0
1.4779380235E9	0.0
1.47799131E9	0.0
1.4780445285E9	0.0
1.478097698E9	0.0
1.4781508375E9	0.0
1.478203958E9	0.0
1.478257044E9	0.0
1.478310098E9	0.0
1.4783631485E9	0.0
1.478416185E9	0.0
1.478469181E9	0.0
1.478522147E9	0.0
1.478575098E9	0.0
1.4786279995E9	0.0
1.4786808495E9	0.0
1.478733679E9	0.0
1.478786488E9	0.0
1.4788392785E9	0.0
1.4788920575E9	0.0
1.4789447795E9	0.0
1.4789974325E9	0.0
1.4790500305E9	0.0
1.479102591E9	0.0
1.479155139E9	0.0
1.479207655E9	0.0
1.479260108E9	0.0
1.479312504E9	0.0
1.479364824E9	0.0
1.479417039E9	0.0
1.4794692055E9	0.0
1.4795213615E9	0.0
1.4795735025E9	0.0
1.47962561E9	0.0
1.479677666E9	0.0
1.4797075285E9	0.0
1.479733538E9	0.0
1.479781665E9	0.0
1.4798335805E9	0.0
1.479885453E9	0.0
1.4799372575E9	0.0
1.479989002E9	0.0
1.4800406965E9	0.0
1.4800923275E9	0.0
1.480143924E9	0.0
1.4801955155E9	0.0
1.4802471025E9	0.0
1.480298622E9	0.0
1.480350067E9	0.0
1.4804014845E9	0.0
1.4804528755E9	0.0
1.480504211E9	0.0
1.4805554605E9	0.0
1.480606667E9	0.0
1.4806578665E9	0.0
1.480709056E9	0.0
1.4807602225E9	0.0
1.480811365E9	0.0
1.4808624975E9	0.0
1.4809136255E9	0.0
1.4809647445E9	0.0
1.4810158395E9	0.0
1.4810668995E9	0.0
1.4811179405E9	0.0
1.481168939E9	0.0
1.481219894E9	0.0
1.4812708395E9	0.0
1.481321727E9	0.0
1.481372509E9	0.0
1.481423198E9	0.0
1.481473832E9	0.0
1.481524431E9	0.0
1.4815750025E9	0.0
1.481625558E9	0.0
1.481676092E9	0.0
1.4817266055E9	0.0
1.481777102E9	0.0
1.481827576E9	0.0
1.4818780295E9	0.0
1.481928471E9	0.0
1.481978899E9	0.0
1.482029302E9	0.0
1.4820796615E9	0.0
1.482129963E9	0.0
1.4821802255E9	0.0
1.4822304695E9	0.0
1.4822806935E9	0.0
1.482330906E9	0.0
1.482381076E9	0.0
1.482431195E9	0.0
1.482481296E9	0.0
1.482531365E9	0.0
1.4825813975E9	0.0
1.4826314175E9	0.0
1.4826814E9	0.0
1.482731345E9	0.0
1.4827812865E9	0.0
1.482831219E9	0.0
1.482881135E9	0.0
1.4829310385E9	0.0
1.482980926E9	0.0
1.4830307785E9	0.0
1.4830805975E9	0.0
1.4831304E9	0.0
1.48318017E9	0.0
1.483229864E9	0.0
1.4832795035E9	0.0
1.48332913E9	0.0
1.483378748E9	0.0
1.483428345E9	0.0
1.483477903E9	0.0
1.483527426E9	0.0
1.483576923E9	0.0
1.4836263665E9	0.0
1.483675744E9	0.0
1.4837250715E9	0.0
1.483774341E9	0.0
1.4838235645E9	0.0
1.4838727505E9	0.0
1.483921889E9	0.0
1.483970915E9	0.0
1.484019848E9	0.0
1.4840687615E9	0.0
1.484117657E9	0.0
1.484166493E9	0.0
1.484215264E9	0.0
1.484264022E9	0.0
1.48431274E9	0.0
1.48436142E9	0.0
1.484410068E9	0.0
1.4844586865E9	0.0
1.484507302E9	0.0
1.484555913E9	0.0
1.4846045155E9	0.0
1.484653108E9	0.0
1.484701682E9	0.0
1.484750239E9	0.0
1.4847987815E9	0.0
1.484847311E9	0.0
1.484878384E9	0.0
1.4849026435E9	0.0
1.4849443305E9	0.0
1.4849928005E9	0.0
1.485041266E9	0.0
1.4850897195E9	0.0
1.485138161E9	0.0
1.4851865935E9	0.0
1.485234967E9	0.0
1.4852832835E9	0.0
1.485331592E9	0.0
1.485379883E9	0.0
1.485428155E9	0.0
1.4854764205E9	0.0
1.485524572E9	0.0
1.4855726015E9	0.0
1.4856206075E9	0.0
1.485668588E9	0.0
1.4857165475E9	0.0
1.4857644805E9	0.0
1.485812387E9	0.0
1.485860281E9	0.0
1.4859081705E9	0.0
1.485956024E9	0.0
1.4860038335E9	0.0
1.4860516E9	0.0
1.486099321E9	0.0
1.486147028E9	0.0
1.4861947055E9	0.0
1.48624234E9	0.0
1.486289953E9	0.0
1.4863375515E9	0.0
1.486385137E9	0.0
1.486432712E9	0.0
1.4864802735E9	0.0
1.486527796E9	0.0
1.486575286E9	0.0
1.486622768E9	0.0
1.486670241E9	0.0
1.4867177115E9	0.0
1.4867651575E9	0.0
1.4868125545E9	0.0
1.486859921E9	0.0
1.4869072685E9	0.0
1.486954596E9	0.0
1.487001908E9	0.0
1.487049206E9	0.0
1.4870964905E9	0.0
1.487143726E9	0.0
1.4871909205E9	0.0
1.487238105E9	0.0
1.487285273E9	0.0
1.487332424E9	0.0
1.487379558E9	0.0
1.487426664E9	0.0
1.4874737385E9	0.0
1.487520786E9	0.0
1.487567779E9	0.0
1.487614724E9	0.0
1.487661629E9	0.0
1.4877084645E9	0.0
1.487755248E9	0.0
1.487802019E9	0.0
1.487848784E9	0.0
1.4878955195E9	0.0
1.4879422115E9	0.0
1.4879888735E9	0.0
1.488035506E9	0.0
1.4880821115E9	0.0
1.488128697E9	0.0
1.488175266E9	0.0
1.4882218265E9	0.0
1.4882683295E9	0.0
1.4883147695E9	0.0
1.4883611925E9	0.0
1.488407604E9	0.0
1.4884540085E9	0.0
1.4885003865E9	0.0
1.488546737E9	0.0
1.4885930695E9	0.0
1.48863937E9	0.0
1.4886856445E9	0.0
1.488731908E9	0.0
1.4887781655E9	0.0
1.4888244155E9	0.0
1.4888706345E9	0.0
1.488916806E9	0.0
1.4889629455E9	0.0
1.4890090725E9	0.0
1.4890551825E9	0.0
1.489101266E9	0.0
1.489147334E9	0.0
1.4891933915E9	0.0
1.4892394175E9	0.0
1.489285417E9	0.0
1.489331415E9	0.0
1.4893773925E9	0.0
1.4894233285E9	0.0
1.4894692255E9	0.0
1.489515099E9	0.0
1.4895609385E9	0.0
1.489606745E9	0.0
1.4896525395E9	0.0
1.4896983265E9	0.0
1.489744104E9	0.0
1.4897898715E9	0.0
1.489835595E9	0.0
1.489881264E9	0.0
1.489926899E9	0.0
1.489972465E9	0.0
1.4900179665E9	0.0
1.4900498585E9	0.0
1.490072583E9	0.0
1.4901088415E9	0.0
1.490154196E9	0.0
1.4901995305E9	0.0
1.4902448525E9	0.0
1.490290136E9	0.0
1.4903353745E9	0.0
1.490380596E9	0.0
1.4904257875E9	0.0
1.490470894E9	0.0
1.4905159235E9	0.0
1.490560935E9	0.0
1.490605935E9	0.0
1.490650917E9	0.0
1.4906958815E9	0.0
1.490740827E9	0.0
1.4907857635E9	0.0
1.490830694E9	0.0
1.4908756115E9	0.0
1.490920494E9	0.0
1.4909653455E9	0.0
1.49101016E9	0.0
1.4910549175E9	0.0
1.4910996455E9	0.0
1.4911443615E9	0.0
1.491189058E9	0.0
1.4912337045E9	0.0
1.4912782855E9	0.0
1.491322818E9	0.0
1.4913672715E9	0.0
1.4914116605E9	0.0
1.491456035E9	0.0
1.491500398E9	0.0
1.4915447535E9	0.0
1.4915890995E9	0.0
1.4916334215E9	0.0
1.4916776985E9	0.0
1.491721914E9	0.0
1.491766067E9	0.0
1.4918101865E9	0.0
1.491854264E9	0.0
1.491898298E9	0.0
1.491942316E9	0.0
1.4919863005E9	0.0
1.4920302395E9	0.0
1.49207415E9	0.0
1.4921180345E9	0.0
1.492161899E9	0.0
1.4922056585E9	0.0
1.492249306E9	0.0
1.492292934E9	0.0
1.4923365375E9	0.0
1.4923801225E9	0.0
1.4924237025E9	0.0
1.492467267E9	0.0
1.492510817E9	0.0
1.4925543325E9	0.0
1.4925978135E9	0.0
1.4926412915E9	0.0
1.4926847455E9	0.0
1.4927281115E9	0.0
1.49277138E9	0.0
1.4928146005E9	0.0
1.492857802E9	0.0
1.4929009985E9	0.0
1.4929441855E9	0.0
1.4929873635E9	0.0
1.4930305305E9	0.0
1.493073666E9	0.0
1.493116759E9	0.0
1.493159827E9	0.0
1.493202872E9	0.0
1.4932458955E9	0.0
1.493288912E9	0.0
1.4933319135E9	0.0
1.4933748855E9	0.0
1.4934178335E9	0.0
1.49346076E9	0.0
1.4935036525E9	0.0
1.493546522E9	0.0
1.493589381E9	0.0
1.493632207E9	0.0
1.493674998E9	0.0
1.4937177775E9	0.0
1.493760539E9	0.0
1.493803277E9	0.0
1.4938459955E9	0.0
1.493888642E9	0.0
1.493931208E9	0.0
1.4939737295E9	0.0
1.494016196E9	0.0
1.4940586255E9	0.0
1.494101034E9	0.0
1.494143386E9	0.0
1.4941856805E9	0.0
1.4942279585E9	0.0
1.4942702145E9	0.0
1.494312442E9	0.0
1.4943546495E9	0.0
1.494396838E9	0.0
1.494439018E9	0.0
1.4944811245E9	0.0
1.4945231445E9	0.0
1.494565144E9	0.0
1.4946071355E9	0.0
1.4946491245E9	0.0
1.494691102E9	0.0
1.494733054E9	0.0
1.494774986E9	0.0
1.4948169115E9	0.0
1.49485879E9	0.0
1.494900609E9	0.0
1.4949424005E9	0.0
1.494984173E9	0.0
1.495025928E9	0.0
1.495067659E9	0.0
1.495109348E9	0.0
1.4951509875E9	0.0
1.495192596E9	0.0
1.4952231095E9	0.0
1.495243906E9	0.0
1.495275781E9	0.0
1.495317349E9	0.0
1.495358892E9	0.0
1.4954004145E9	0.0
1.495441905E9	0.0
1.4954833735E9	0.0
1.4955248E9	0.0
1.495566187E9	0.0
1.4956075395E9	0.0
1.495648783E9	0.0
1.4956899355E9	0.0
1.4957310675E9	0.0
1.495772172E9	0.0
1.4958132545E9	0.0
1.495854336E9	0.0
1.4958953875E9	0.0
1.4959363985E9	0.0
1.4959773835E9	0.0
1.4960183525E9	0.0
1.4960592985E9	0.0
1.4961001845E9	0.0
1.49614101E9	0.0
1.4961817895E9	0.0
1.496222536E9	0.0
1.496263254E9	0.0
1.4963039235E9	0.0
1.4963445465E9	0.0
1.496385148E9	0.0
